unicode,char,ver,frequence
U+22E82,𢺂,3.1,1
U+22E9E,𢺞,3.1,2
U+22EA0,𢺠,3.1,8
U+22EA2,𢺢,3.1,2
U+22EB7,𢺷,3.1,1
U+22EC7,𢻇,3.1,1
U+22ED6,𢻖,3.1,1
U+22EEA,𢻪,3.1,5
U+22EF4,𢻴,3.1,1
U+22EF5,𢻵,3.1,13
U+22F12,𢼒,3.1,5
U+22F17,𢼗,3.1,1
U+22F1B,𢼛,3.1,7
U+22F1C,𢼜,3.1,40
U+22F28,𢼨,3.1,22
U+22F39,𢼹,3.1,1
U+22F3F,𢼿,3.1,45
U+22F5F,𢽟,3.1,6
U+22F6C,𢽬,3.1,3
U+22F73,𢽳,3.1,5
U+22F7D,𢽽,3.1,14
U+22F7F,𢽿,3.1,1
U+22F8A,𢾊,3.1,57
U+22F95,𢾕,3.1,11
U+22F96,𢾖,3.1,1
U+22F97,𢾗,3.1,16
U+22F99,𢾙,3.1,3
U+22F9A,𢾚,3.1,1
U+22F9B,𢾛,3.1,18
U+22F9D,𢾝,3.1,3
U+22FA9,𢾩,3.1,2
U+22FAD,𢾭,3.1,12
U+22FB2,𢾲,3.1,6
U+22FBC,𢾼,3.1,6
U+22FCF,𢿏,3.1,5
U+22FD8,𢿘,3.1,301
U+22FDB,𢿛,3.1,8
U+22FDC,𢿜,3.1,5
U+22FE2,𢿢,3.1,4
U+22FE5,𢿥,3.1,1
U+22FE6,𢿦,3.1,3
U+22FE7,𢿧,3.1,8
U+22FE8,𢿨,3.1,43
U+22FEB,𢿫,3.1,1
U+22FF5,𢿵,3.1,3
U+22FFB,𢿻,3.1,5
U+22FFD,𢿽,3.1,3
U+22FFE,𢿾,3.1,3
U+23007,𣀇,3.1,16
U+23009,𣀉,3.1,2
U+23017,𣀗,3.1,6
U+23019,𣀙,3.1,22
U+2301B,𣀛,3.1,1
U+23029,𣀩,3.1,4
U+23041,𣁁,3.1,1
U+2304B,𣁋,3.1,1
U+2305F,𣁟,3.1,2
U+23074,𣁴,3.1,2
U+23088,𣂈,3.1,18
U+2308A,𣂊,3.1,2
U+2308F,𣂏,3.1,21
U+23094,𣂔,3.1,9
U+230A8,𣂨,3.1,1
U+230AA,𣂪,3.1,16
U+230AB,𣂫,3.1,1
U+230B0,𣂰,3.1,9
U+230BD,𣂽,3.1,3
U+230C1,𣃁,3.1,8
U+230C2,𣃂,3.1,2
U+230C6,𣃆,3.1,147
U+230E5,𣃥,3.1,45
U+230FC,𣃼,3.1,6
U+23106,𣄆,3.1,33
U+23108,𣄈,3.1,6
U+2311B,𣄛,3.1,3
U+23122,𣄢,3.1,17
U+23139,𣄹,3.1,1
U+23140,𣅀,3.1,215
U+23142,𣅂,3.1,12
U+2314D,𣅍,3.1,45
U+23150,𣅐,3.1,5
U+23152,𣅒,3.1,8
U+2315C,𣅜,3.1,45
U+23166,𣅦,3.1,3
U+23173,𣅳,3.1,10
U+2317F,𣅿,3.1,5
U+23180,𣆀,3.1,17
U+23181,𣆁,3.1,3
U+23185,𣆅,3.1,7
U+2318A,𣆊,3.1,2
U+23197,𣆗,3.1,1
U+231A8,𣆨,3.1,10
U+231B0,𣆰,3.1,2
U+231B4,𣆴,3.1,10
U+231B6,𣆶,3.1,95
U+231C4,𣇄,3.1,31
U+231CB,𣇋,3.1,3
U+231CD,𣇍,3.1,9
U+231D3,𣇓,3.1,13
U+231D5,𣇕,3.1,7
U+231E4,𣇤,3.1,2
U+231F2,𣇲,3.1,16
U+23205,𣈅,3.1,3
U+23206,𣈆,3.1,232
U+2320F,𣈏,3.1,4
U+2321E,𣈞,3.1,2
U+23222,𣈢,3.1,6
U+23228,𣈨,3.1,1
U+2322A,𣈪,3.1,1
U+23233,𣈳,3.1,1
U+2323F,𣈿,3.1,2
U+23259,𣉙,3.1,1
U+2325C,𣉜,3.1,14
U+2325E,𣉞,3.1,1
U+2326A,𣉪,3.1,2
U+23293,𣊓,3.1,4
U+2329F,𣊟,3.1,44
U+232A1,𣊡,3.1,5
U+232B5,𣊵,3.1,34
U+232B9,𣊹,3.1,21
U+232BB,𣊻,3.1,1
U+232C6,𣋆,3.1,2
U+232C9,𣋉,3.1,4
U+232EA,𣋪,3.1,3
U+232F5,𣋵,3.1,1
U+232F7,𣋷,3.1,7
U+232F9,𣋹,3.1,2
U+232FC,𣋼,3.1,3
U+23311,𣌑,3.1,7
U+2331F,𣌟,3.1,3
U+2332D,𣌭,3.1,2
U+2333E,𣌾,3.1,1
U+23353,𣍓,3.1,1
U+23358,𣍘,3.1,22
U+23366,𣍦,3.1,1
U+23367,𣍧,3.1,7
U+23371,𣍱,3.1,1
U+2337F,𣍿,3.1,27
U+23385,𣎅,3.1,21
U+23386,𣎆,3.1,83
U+2339C,𣎜,3.1,12
U+233B4,𣎴,3.1,4
U+233B6,𣎶,3.1,4
U+233C0,𣏀,3.1,2
U+233CB,𣏋,3.1,20
U+233CC,𣏌,3.1,390
U+233D0,𣏐,3.1,18
U+233D1,𣏑,3.1,1
U+233D3,𣏓,3.1,3
U+233D9,𣏙,3.1,3
U+233DA,𣏚,3.1,16
U+233DE,𣏞,3.1,37
U+233E3,𣏣,3.1,12
U+233E8,𣏨,3.1,5
U+233F3,𣏳,3.1,7
U+233F9,𣏹,3.1,2
U+233FC,𣏼,3.1,1
U+233FE,𣏾,3.1,143
U+23400,𣐀,3.1,8
U+23402,𣐂,3.1,2
U+23405,𣐅,3.1,1
U+2340D,𣐍,3.1,80
U+2340E,𣐎,3.1,47
U+23419,𣐙,3.1,15
U+2341D,𣐝,3.1,3
U+2342C,𣐬,3.1,4
U+2342D,𣐭,3.1,1
U+2342E,𣐮,3.1,1
U+23431,𣐱,3.1,1
U+2343C,𣐼,3.1,4
U+2343D,𣐽,3.1,5
U+2343E,𣐾,3.1,3
U+23447,𣑇,3.1,1
U+2344A,𣑊,3.1,2
U+23469,𣑩,3.1,1
U+2346D,𣑭,3.1,25
U+2346E,𣑮,3.1,13
U+2346F,𣑯,3.1,1
U+23471,𣑱,3.1,27
U+2347D,𣑽,3.1,99
U+23480,𣒀,3.1,8
U+2348D,𣒍,3.1,3
U+23497,𣒗,3.1,1
U+2349E,𣒞,3.1,3
U+234B0,𣒰,3.1,13
U+234B6,𣒶,3.1,1
U+234C3,𣓃,3.1,3
U+234C8,𣓈,3.1,2
U+234C9,𣓉,3.1,7
U+234CD,𣓍,3.1,1
U+234CF,𣓏,3.1,20
U+234D6,𣓖,3.1,3
U+234DE,𣓞,3.1,38
U+234E0,𣓠,3.1,3
U+234EA,𣓪,3.1,1
U+234F7,𣓷,3.1,1
U+23504,𣔄,3.1,1
U+2352D,𣔭,3.1,6
U+2352F,𣔯,3.1,6
U+23533,𣔳,3.1,8
U+2353B,𣔻,3.1,96
U+2353C,𣔼,3.1,1
U+2354A,𣕊,3.1,8
U+23550,𣕐,3.1,1
U+2355A,𣕚,3.1,3
U+23567,𣕧,3.1,4
U+23572,𣕲,3.1,3
U+2357E,𣕾,3.1,8
U+23580,𣖀,3.1,9
U+23581,𣖁,3.1,1
U+23589,𣖉,3.1,1
U+2358B,𣖋,3.1,3
U+235AB,𣖫,3.1,10
U+235AC,𣖬,3.1,3
U+235AD,𣖭,3.1,3
U+235B3,𣖳,3.1,2
U+235B7,𣖷,3.1,5
U+235C8,𣗈,3.1,1
U+235CC,𣗌,3.1,2
U+235D4,𣗔,3.1,1
U+235D6,𣗖,3.1,241
U+235E5,𣗥,3.1,403
U+235E9,𣗩,3.1,2
U+235EA,𣗪,3.1,6
U+235F3,𣗳,3.1,906
U+235FC,𣗼,3.1,13
U+235FD,𣗽,3.1,8
U+23601,𣘁,3.1,1
U+23616,𣘖,3.1,5
U+23619,𣘙,3.1,1
U+23624,𣘤,3.1,2
U+23628,𣘨,3.1,29
U+23629,𣘩,3.1,1
U+2363B,𣘻,3.1,1
U+23657,𣙗,3.1,2
U+23659,𣙙,3.1,1
U+2365C,𣙜,3.1,1
U+23662,𣙢,3.1,3
U+23665,𣙥,3.1,1
U+2366A,𣙪,3.1,2
U+23683,𣚃,3.1,26
U+2368A,𣚊,3.1,6
U+2369B,𣚛,3.1,4
U+236A6,𣚦,3.1,109
U+236B0,𣚰,3.1,31
U+236BF,𣚿,3.1,3
U+236DB,𣛛,3.1,4
U+236DC,𣛜,3.1,4
U+236DD,𣛝,3.1,15
U+236E3,𣛣,3.1,8
U+236F0,𣛰,3.1,67
U+236F2,𣛲,3.1,5
U+236F4,𣛴,3.1,4
U+236FB,𣛻,3.1,3
U+236FC,𣛼,3.1,4
U+23700,𣜀,3.1,1
U+23702,𣜂,3.1,39
U+23703,𣜃,3.1,5
U+23725,𣜥,3.1,9
U+23726,𣜦,3.1,1
U+2372D,𣜭,3.1,7
U+23730,𣜰,3.1,1
U+23735,𣜵,3.1,1
U+2373F,𣜿,3.1,2
U+23741,𣝁,3.1,4
U+23745,𣝅,3.1,3
U+23746,𣝆,3.1,3
U+2374F,𣝏,3.1,2
U+23751,𣝑,3.1,7
U+23753,𣝓,3.1,7
U+23754,𣝔,3.1,2
U+23755,𣝕,3.1,18
U+23757,𣝗,3.1,3
U+23761,𣝡,3.1,2
U+23769,𣝩,3.1,2
U+2377E,𣝾,3.1,1
U+23780,𣞀,3.1,5
U+23799,𣞙,3.1,47
U+237B5,𣞵,3.1,4
U+237BA,𣞺,3.1,4
U+237BB,𣞻,3.1,5
U+237C0,𣟀,3.1,2
U+237C1,𣟁,3.1,11
U+237C4,𣟄,3.1,10
U+237D4,𣟔,3.1,4
U+237E7,𣟧,3.1,3
U+237F5,𣟵,3.1,8
U+23804,𣠄,3.1,8
U+23809,𣠉,3.1,1
U+2381A,𣠚,3.1,4
U+2381E,𣠞,3.1,3
U+23829,𣠩,3.1,3
U+23835,𣠵,3.1,20
U+2383D,𣠽,3.1,1
U+23844,𣡄,3.1,5
U+23846,𣡆,3.1,2
U+2384C,𣡌,3.1,7
U+23856,𣡖,3.1,16
U+23869,𣡩,3.1,4
U+23876,𣡶,3.1,2
U+23881,𣢁,3.1,5
U+23891,𣢑,3.1,13
U+238A1,𣢡,3.1,5
U+238A5,𣢥,3.1,4
U+238AE,𣢮,3.1,1
U+238BA,𣢺,3.1,5
U+238C4,𣣄,3.1,1
U+238CB,𣣋,3.1,374
U+238D4,𣣔,3.1,66
U+238E8,𣣨,3.1,2
U+238EB,𣣫,3.1,2
U+238F1,𣣱,3.1,11
U+238F6,𣣶,3.1,1
U+238F9,𣣹,3.1,9
U+238FA,𣣺,3.1,1
U+238FD,𣣽,3.1,6
U+2391B,𣤛,3.1,1
U+23929,𣤩,3.1,30
U+23945,𣥅,3.1,1
U+2394F,𣥏,3.1,1
U+23956,𣥖,3.1,6
U+23957,𣥗,3.1,1
U+23959,𣥙,3.1,1
U+2395C,𣥜,3.1,16
U+23961,𣥡,3.1,3
U+23963,𣥣,3.1,1
U+23966,𣥦,3.1,3
U+2396D,𣥭,3.1,2
U+2397A,𣥺,3.1,3
U+2399E,𣦞,3.1,1
U+239A2,𣦢,3.1,28
U+239A8,𣦨,3.1,3
U+239B8,𣦸,3.1,257
U+239B9,𣦹,3.1,1
U+239BB,𣦻,3.1,18
U+239BC,𣦼,3.1,10
U+239C4,𣧄,3.1,2
U+239C5,𣧅,3.1,4
U+239CE,𣧎,3.1,2
U+239D1,𣧑,3.1,85
U+239D5,𣧕,3.1,3
U+239D8,𣧘,3.1,15
U+239E0,𣧠,3.1,5
U+239E9,𣧩,3.1,114
U+239FE,𣧾,3.1,2
U+23A19,𣨙,3.1,24
U+23A1B,𣨛,3.1,8
U+23A22,𣨢,3.1,3
U+23A31,𣨱,3.1,1
U+23A3E,𣨾,3.1,1
U+23A45,𣩅,3.1,15
U+23A4A,𣩊,3.1,7
U+23A52,𣩒,3.1,2
U+23A58,𣩘,3.1,1
U+23A60,𣩠,3.1,37
U+23A66,𣩦,3.1,42
U+23A75,𣩵,3.1,16
U+23A81,𣪁,3.1,2
U+23A8A,𣪊,3.1,43
U+23A8B,𣪋,3.1,11
U+23A8C,𣪌,3.1,7
U+23A98,𣪘,3.1,2
U+23A9A,𣪚,3.1,1
U+23A9E,𣪞,3.1,14
U+23AA0,𣪠,3.1,25
U+23AAB,𣪫,3.1,106
U+23AAC,𣪬,3.1,42
U+23ABA,𣪺,3.1,4
U+23ABF,𣪿,3.1,2
U+23AC6,𣫆,3.1,32
U+23ACD,𣫍,3.1,310
U+23AD6,𣫖,3.1,5
U+23AD8,𣫘,3.1,40
U+23ADD,𣫝,3.1,12
U+23ADE,𣫞,3.1,2
U+23AE2,𣫢,3.1,11
U+23AED,𣫭,3.1,30
U+23AF9,𣫹,3.1,4
U+23B08,𣬈,3.1,4
U+23B09,𣬉,3.1,11
U+23B2A,𣬪,3.1,2
U+23B2C,𣬬,3.1,1
U+23B38,𣬸,3.1,5
U+23B39,𣬹,3.1,10
U+23B3C,𣬼,3.1,1
U+23B40,𣭀,3.1,6
U+23B44,𣭄,3.1,2
U+23B54,𣭔,3.1,5
U+23B56,𣭖,3.1,1
U+23B58,𣭘,3.1,9
U+23B5C,𣭜,3.1,1
U+23B5D,𣭝,3.1,1
U+23B5E,𣭞,3.1,8
U+23B60,𣭠,3.1,3
U+23B71,𣭱,3.1,8
U+23B75,𣭵,3.1,1
U+23B89,𣮉,3.1,4
U+23B8C,𣮌,3.1,5
U+23B8E,𣮎,3.1,3
U+23B94,𣮔,3.1,2
U+23B96,𣮖,3.1,8
U+23BA0,𣮠,3.1,5
U+23BA2,𣮢,3.1,2
U+23BA7,𣮧,3.1,33
U+23BAA,𣮪,3.1,2
U+23BAB,𣮫,3.1,5
U+23BAD,𣮭,3.1,1
U+23BB2,𣮲,3.1,1
U+23BB7,𣮷,3.1,5
U+23BBB,𣮻,3.1,1
U+23BBF,𣮿,3.1,3
U+23BC3,𣯃,3.1,29
U+23BC5,𣯅,3.1,7
U+23BC8,𣯈,3.1,6
U+23BC9,𣯉,3.1,7
U+23BCA,𣯊,3.1,17
U+23BCB,𣯋,3.1,1
U+23BDA,𣯚,3.1,4
U+23BDB,𣯛,3.1,91
U+23BDC,𣯜,3.1,25
U+23BDF,𣯟,3.1,29
U+23BE2,𣯢,3.1,1
U+23BE7,𣯧,3.1,40
U+23BEB,𣯫,3.1,123
U+23BEE,𣯮,3.1,14
U+23BF6,𣯶,3.1,109
U+23BF8,𣯸,3.1,2
U+23BFD,𣯽,3.1,21
U+23BFE,𣯾,3.1,16
U+23C05,𣰅,3.1,43
U+23C06,𣰆,3.1,72
U+23C09,𣰉,3.1,1
U+23C0D,𣰍,3.1,6
U+23C1E,𣰞,3.1,1
U+23C22,𣰢,3.1,4
U+23C26,𣰦,3.1,25
U+23C2C,𣰬,3.1,4
U+23C2F,𣰯,3.1,21
U+23C30,𣰰,3.1,5
U+23C3D,𣰽,3.1,173
U+23C66,𣱦,3.1,87
U+23C73,𣱳,3.1,1
U+23C75,𣱵,3.1,137
U+23C7D,𣱽,3.1,7
U+23C87,𣲇,3.1,56
U+23C8E,𣲎,3.1,2
U+23C96,𣲖,3.1,331
U+23C99,𣲙,3.1,9
U+23CA7,𣲧,3.1,2
U+23CA8,𣲨,3.1,3
U+23CA9,𣲩,3.1,3
U+23CAA,𣲪,3.1,3
U+23CB2,𣲲,3.1,6
U+23CBA,𣲺,3.1,20
U+23CBC,𣲼,3.1,1
U+23CBD,𣲽,3.1,5
U+23CD1,𣳑,3.1,3
U+23CD8,𣳘,3.1,8
U+23CDF,𣳟,3.1,1
U+23CE0,𣳠,3.1,1
U+23CE6,𣳦,3.1,3
U+23CEA,𣳪,3.1,1
U+23CEC,𣳬,3.1,3
U+23CF8,𣳸,3.1,2
U+23CF9,𣳹,3.1,1
U+23D03,𣴃,3.1,1
U+23D11,𣴑,3.1,69
U+23D19,𣴙,3.1,9
U+23D1F,𣴟,3.1,57
U+23D25,𣴥,3.1,13
U+23D2C,𣴬,3.1,2
U+23D2D,𣴭,3.1,35
U+23D34,𣴴,3.1,27
U+23D3A,𣴺,3.1,2
U+23D40,𣵀,3.1,2005
U+23D41,𣵁,3.1,2
U+23D50,𣵐,3.1,1
U+23D5B,𣵛,3.1,2
U+23D5E,𣵞,3.1,1
U+23D60,𣵠,3.1,122
U+23D61,𣵡,3.1,31
U+23D65,𣵥,3.1,2
U+23D6A,𣵪,3.1,3
U+23D6B,𣵫,3.1,11
U+23D7B,𣵻,3.1,10
U+23D7D,𣵽,3.1,12
U+23D7F,𣵿,3.1,5
U+23D82,𣶂,3.1,1
U+23D88,𣶈,3.1,4
U+23D8F,𣶏,3.1,3
U+23D92,𣶒,3.1,18
U+23D99,𣶙,3.1,1
U+23DAC,𣶬,3.1,1
U+23DAE,𣶮,3.1,5
U+23DAF,𣶯,3.1,2
U+23DB6,𣶶,3.1,5
U+23DBA,𣶺,3.1,2
U+23DC9,𣷉,3.1,17
U+23DDA,𣷚,3.1,8
U+23DEB,𣷫,3.1,2
U+23DEC,𣷬,3.1,3
U+23DEF,𣷯,3.1,1
U+23DF1,𣷱,3.1,8
U+23DF8,𣷸,3.1,5
U+23DFD,𣷽,3.1,38
U+23E08,𣸈,3.1,7
U+23E0D,𣸍,3.1,25
U+23E27,𣸧,3.1,39
U+23E29,𣸩,3.1,158
U+23E2A,𣸪,3.1,145
U+23E2B,𣸫,3.1,11
U+23E35,𣸵,3.1,1
U+23E38,𣸸,3.1,12
U+23E46,𣹆,3.1,10
U+23E49,𣹉,3.1,43
U+23E50,𣹐,3.1,1
U+23E5C,𣹜,3.1,1
U+23E5F,𣹟,3.1,6
U+23E62,𣹢,3.1,27
U+23E69,𣹩,3.1,2
U+23E6B,𣹫,3.1,2
U+23E70,𣹰,3.1,10
U+23E82,𣺂,3.1,3
U+23EA1,𣺡,3.1,6
U+23EA6,𣺦,3.1,2
U+23EAB,𣺫,3.1,1
U+23EAC,𣺬,3.1,2
U+23EAF,𣺯,3.1,1
U+23EB6,𣺶,3.1,14
U+23EC4,𣻄,3.1,1
U+23EC9,𣻉,3.1,1
U+23ECF,𣻏,3.1,4
U+23EDC,𣻜,3.1,12
U+23EE2,𣻢,3.1,2
U+23EF3,𣻳,3.1,3
U+23EF6,𣻶,3.1,1
U+23EF9,𣻹,3.1,1
U+23F0A,𣼊,3.1,3
U+23F0D,𣼍,3.1,2
U+23F29,𣼩,3.1,13
U+23F36,𣼶,3.1,3
U+23F37,𣼷,3.1,1
U+23F43,𣽃,3.1,34
U+23F45,𣽅,3.1,17
U+23F48,𣽈,3.1,220
U+23F53,𣽓,3.1,1
U+23F58,𣽘,3.1,82
U+23F68,𣽨,3.1,15
U+23F80,𣾀,3.1,6
U+23F85,𣾅,3.1,2
U+23F88,𣾈,3.1,1
U+23F98,𣾘,3.1,25
U+23FAA,𣾪,3.1,5
U+23FAB,𣾫,3.1,36
U+23FB4,𣾴,3.1,14
U+23FBA,𣾺,3.1,1
U+23FC4,𣿄,3.1,1
U+23FC5,𣿅,3.1,2
U+23FD6,𣿖,3.1,17
U+23FD9,𣿙,3.1,6
U+23FDE,𣿞,3.1,19
U+23FE6,𣿦,3.1,1
U+23FEC,𣿬,3.1,8
U+23FF3,𣿳,3.1,3
U+24015,𤀕,3.1,1
U+2402A,𤀪,3.1,5
U+24030,𤀰,3.1,3
U+24039,𤀹,3.1,158
U+24042,𤁂,3.1,1
U+2404B,𤁋,3.1,3
U+24052,𤁒,3.1,12
U+24062,𤁢,3.1,6
U+24069,𤁩,3.1,4
U+24073,𤁳,3.1,3
U+24075,𤁵,3.1,5
U+24077,𤁷,3.1,54
U+240B7,𤂷,3.1,4
U+240C0,𤃀,3.1,2
U+240C3,𤃃,3.1,7
U+240CE,𤃎,3.1,1
U+240D2,𤃒,3.1,6
U+240D7,𤃗,3.1,23
U+240E6,𤃦,3.1,1
U+24103,𤄃,3.1,24
U+24113,𤄓,3.1,3
U+24117,𤄗,3.1,2
U+2411C,𤄜,3.1,41
U+24137,𤄷,3.1,10
U+24140,𤅀,3.1,17
U+24148,𤅈,3.1,6
U+2414B,𤅋,3.1,10
U+24159,𤅙,3.1,5
U+2416C,𤅬,3.1,7
U+24170,𤅰,3.1,1
U+24177,𤅷,3.1,1
U+24183,𤆃,3.1,1
U+24184,𤆄,3.1,1
U+2418E,𤆎,3.1,6
U+2419A,𤆚,3.1,2
U+241B6,𤆶,3.1,3
U+241BC,𤆼,3.1,2
U+241C5,𤇅,3.1,77
U+241C6,𤇆,3.1,170
U+241CD,𤇍,3.1,3
U+241CF,𤇏,3.1,8
U+241D5,𤇕,3.1,1
U+241D7,𤇗,3.1,1
U+241DA,𤇚,3.1,8
U+241DC,𤇜,3.1,4
U+241DF,𤇟,3.1,8
U+241E2,𤇢,3.1,2
U+241E5,𤇥,3.1,1
U+241F1,𤇱,3.1,10
U+241FA,𤇺,3.1,6
U+241FE,𤇾,3.1,3
U+24204,𤈄,3.1,1
U+2420D,𤈍,3.1,15
U+24210,𤈐,3.1,1
U+24213,𤈓,3.1,1
U+24226,𤈦,3.1,5
U+2422B,𤈫,3.1,7
U+2422D,𤈭,3.1,1
U+24244,𤉄,3.1,1
U+2424B,𤉋,3.1,9
U+24262,𤉢,3.1,74
U+24264,𤉤,3.1,2
U+2426A,𤉪,3.1,1
U+24277,𤉷,3.1,1
U+24279,𤉹,3.1,2
U+24284,𤊄,3.1,1
U+24285,𤊅,3.1,1
U+24292,𤊒,3.1,1
U+24294,𤊔,3.1,2
U+24295,𤊕,3.1,1
U+24299,𤊙,3.1,4
U+2429E,𤊞,3.1,1
U+2429F,𤊟,3.1,22
U+242A2,𤊢,3.1,1
U+242B1,𤊱,3.1,1
U+242B3,𤊳,3.1,9
U+242B6,𤊶,3.1,3
U+242B9,𤊹,3.1,42
U+242BD,𤊽,3.1,10
U+242CE,𤋎,3.1,13
U+242DC,𤋜,3.1,32
U+242E6,𤋦,3.1,3
U+242ED,𤋭,3.1,2
U+242F2,𤋲,3.1,35
U+242FE,𤋾,3.1,3
U+24304,𤌄,3.1,4
U+24309,𤌉,3.1,9
U+2430B,𤌋,3.1,3
U+24318,𤌘,3.1,3
U+24319,𤌙,3.1,1
U+24322,𤌢,3.1,120
U+24334,𤌴,3.1,1
U+2433D,𤌽,3.1,2
U+24341,𤍁,3.1,1
U+2434E,𤍎,3.1,2
U+24355,𤍕,3.1,2
U+24357,𤍗,3.1,9
U+24359,𤍙,3.1,1
U+2435C,𤍜,3.1,154
U+24360,𤍠,3.1,33
U+24364,𤍤,3.1,1
U+2436F,𤍯,3.1,2
U+2437C,𤍼,3.1,1
U+2437D,𤍽,3.1,25
U+2437F,𤍿,3.1,7
U+24386,𤎆,3.1,12
U+24389,𤎉,3.1,4
U+2439C,𤎜,3.1,1
U+243A5,𤎥,3.1,4
U+243A8,𤎨,3.1,1
U+243A9,𤎩,3.1,11
U+243BC,𤎼,3.1,535
U+243C5,𤏅,3.1,101
U+243CA,𤏊,3.1,12
U+243D0,𤏐,3.1,5
U+243D6,𤏖,3.1,8
U+243D9,𤏙,3.1,531
U+243DD,𤏝,3.1,2
U+243E1,𤏡,3.1,10
U+243E9,𤏩,3.1,5
U+243F3,𤏳,3.1,5
U+243F8,𤏸,3.1,1
U+243FA,𤏺,3.1,1
U+24404,𤐄,3.1,4
U+24410,𤐐,3.1,4
U+24424,𤐤,3.1,2
U+24430,𤐰,3.1,13
U+24437,𤐷,3.1,1
U+2443D,𤐽,3.1,10
U+2444F,𤑏,3.1,9
U+24454,𤑔,3.1,80
U+2446B,𤑫,3.1,19
U+24488,𤒈,3.1,3
U+244AF,𤒯,3.1,6
U+244BA,𤒺,3.1,6
U+244C1,𤓁,3.1,9
U+244C9,𤓉,3.1,4
U+244CA,𤓊,3.1,1
U+244DD,𤓝,3.1,6
U+244E1,𤓡,3.1,5
U+244E5,𤓥,3.1,11
U+244EA,𤓪,3.1,5
U+244EC,𤓬,3.1,1
U+244F0,𤓰,3.1,393
U+2450C,𤔌,3.1,2
U+24514,𤔔,3.1,18
U+24529,𤔩,3.1,12
U+24532,𤔲,3.1,1
U+2456B,𤕫,3.1,12
U+2456D,𤕭,3.1,4
U+24575,𤕵,3.1,2
U+2457B,𤕻,3.1,7
U+2457D,𤕽,3.1,1
U+24586,𤖆,3.1,6
U+24593,𤖓,3.1,1
U+24595,𤖕,3.1,3
U+24596,𤖖,3.1,2
U+245A9,𤖩,3.1,3
U+245AD,𤖭,3.1,2
U+245B7,𤖷,3.1,1
U+245BC,𤖼,3.1,3
U+245BD,𤖽,3.1,3
U+245C7,𤗇,3.1,3
U+245C9,𤗉,3.1,18
U+245CA,𤗊,3.1,196
U+245CB,𤗋,3.1,1
U+245D2,𤗒,3.1,4
U+245D9,𤗙,3.1,1
U+245DA,𤗚,3.1,2
U+245EF,𤗯,3.1,6
U+245F6,𤗶,3.1,8
U+245FA,𤗺,3.1,1
U+24606,𤘆,3.1,5
U+24610,𤘐,3.1,5
U+2461A,𤘚,3.1,4
U+24621,𤘡,3.1,4
U+24630,𤘰,3.1,1
U+24633,𤘳,3.1,14
U+24634,𤘴,3.1,3
U+2463D,𤘽,3.1,440
U+24648,𤙈,3.1,8
U+2464C,𤙌,3.1,4
U+24656,𤙖,3.1,2809
U+2465B,𤙛,3.1,2
U+24663,𤙣,3.1,45
U+24664,𤙤,3.1,3
U+24672,𤙲,3.1,3
U+24676,𤙶,3.1,1
U+24679,𤙹,3.1,9
U+2467B,𤙻,3.1,1
U+24680,𤚀,3.1,3
U+24690,𤚐,3.1,41
U+24695,𤚕,3.1,10
U+2469D,𤚝,3.1,1
U+246A5,𤚥,3.1,1165
U+246A9,𤚩,3.1,49
U+246B1,𤚱,3.1,1
U+246B2,𤚲,3.1,179
U+246BC,𤚼,3.1,67
U+246C5,𤛅,3.1,4
U+246C6,𤛆,3.1,164
U+246D2,𤛒,3.1,4
U+246D3,𤛓,3.1,245
U+246D7,𤛗,3.1,58
U+246FE,𤛾,3.1,21
U+24701,𤜁,3.1,16
U+24719,𤜙,3.1,1
U+24723,𤜣,3.1,3
U+24724,𤜤,3.1,6
U+24728,𤜨,3.1,1
U+24732,𤜲,3.1,40
U+24734,𤜴,3.1,13
U+24736,𤜶,3.1,18
U+2473B,𤜻,3.1,1
U+2474C,𤝌,3.1,5
U+24754,𤝔,3.1,27
U+24757,𤝗,3.1,6
U+24759,𤝙,3.1,10
U+24767,𤝧,3.1,49
U+2476C,𤝬,3.1,4
U+2476E,𤝮,3.1,1
U+2477C,𤝼,3.1,2
U+2477D,𤝽,3.1,1
U+24785,𤞅,3.1,2
U+24789,𤞉,3.1,2
U+2478C,𤞌,3.1,1
U+24791,𤞑,3.1,7
U+24798,𤞘,3.1,2
U+2479A,𤞚,3.1,3
U+2479C,𤞜,3.1,6
U+2479E,𤞞,3.1,10
U+247B2,𤞲,3.1,3
U+247C7,𤟇,3.1,1
U+247CD,𤟍,3.1,5
U+247D1,𤟑,3.1,1
U+247DF,𤟟,3.1,1
U+247E1,𤟡,3.1,5
U+247E2,𤟢,3.1,3
U+247E4,𤟤,3.1,6
U+247EE,𤟮,3.1,3
U+24814,𤠔,3.1,90
U+24815,𤠕,3.1,6
U+24819,𤠙,3.1,11
U+2481E,𤠞,3.1,8
U+24823,𤠣,3.1,2
U+24824,𤠤,3.1,7
U+2482E,𤠮,3.1,1
U+24836,𤠶,3.1,1
U+24838,𤠸,3.1,2
U+2483E,𤠾,3.1,4
U+2484A,𤡊,3.1,1
U+24853,𤡓,3.1,3
U+2485C,𤡜,3.1,25
U+2485D,𤡝,3.1,3
U+24862,𤡢,3.1,2
U+24863,𤡣,3.1,10
U+2486C,𤡬,3.1,1
U+24878,𤡸,3.1,4
U+24886,𤢆,3.1,16
U+2488C,𤢌,3.1,106
