work_id,title,byline,creators,creators_with_id
JB414,山鐸真在禪師語錄,清 真在說　機雲．智旭等錄（依駒本印）,"真在,機雲,智旭",真在(A000945);機雲(A001806);智旭(A037576)
JB415,大悲妙雲禪師語錄,清 真雄說　機德等編（依駒本印）,"真雄,機德",真雄(A000957);機德(A001807)
JB416,調實居士證源錄,清 陸瑛說　羅機徹編　羅開驎序　佚名序（末頁缺）　有行略（依駒本印）,"陸瑛,羅機徹,羅開驎,佚名",陸瑛(A019556);羅機徹(A037577);羅開驎(A020640)
JB417,天則能禪師語錄,清 機能說　道崇．續彌同錄　羅開驎序　機雲序　有行略（依駒本印）,"機能,道崇,續彌,羅開驎,機雲",機能(A016434);道崇(A037578);續彌(A037579);羅開驎(A020640);機雲(A001806)
JB418,晦嶽旭禪師語錄,清 旭說　全琳等錄（依駒本印）,"晦嶽旭禪師,全琳",晦嶽旭(A019611);全琳(A037580)
JB419,華嚴不厭樂禪師語錄,清 道樂說　德普記錄（依駒本印）,"道樂,德普",道樂(A016622);德普(A037581)
JB420,三峰半水元禪師語錄,清 元說　光深等錄　華嚴玉序（依駒本印）,"三峰半水元禪師,光深,華嚴玉",半水元(A019612);光深(A037582);華嚴玉(A037583)
JB421,鶴峰禪師語錄,清 濟悟說　上震等編（依駒本印）,"濟悟,上震",濟悟(A016516);上震(A037584)
JB422,林我禪師語錄,清 鑑說　海錱．海茲等編錄（依駒本印）,"林我禪師,海錱,海茲",林我(A016352);海錱(A037585);海茲(A037586)
JB423,石關禪師語錄,清 說　芳桂等編（依駒本印）,"石關禪師,芳桂",石關(A016402);芳桂(A016594)
JB424,香嚴禪師語錄,清 說　明耀等編錄　葉燮序　有行實（依駒本印）,"香嚴禪師,明耀,葉燮",香嚴(A016594);明耀(A037587);葉燮(A018503)
JB425,即非禪師全錄,清 如一說　明洞等編（依駒本印）　附佛祖圖,"如一,明洞",如一(A005211);明洞(A026499)
JB427,青城竹浪生禪師語錄,清 徹生說　如鵬等編（依駒本印）,"徹生,如鵬",徹生(A016606);如鵬(A026344)
JB428,密行忍禪師語錄,清 寂忍說　明廣．明珍等編（依駒本印）　附嗣燈錄,"寂忍,明廣,明珍",寂忍(A019552);明廣(A037588);明珍(A037589)
JB429,盛京奉天般若古林禪師語錄,清 智說　正繼等錄　正燈等編（依駒本印）,"古林禪師,正繼,正燈",古林(A016498);正繼(A037590);正燈(A037591)
JB430,玉泉其白富禪師語錄,清 德富說　圓頂等編（依駒本印）　附融徹錄,"德富,圓頂",德富(A016532);圓頂(A019616)
JB431,雲峰體宗寧禪師語錄,清 寧說　續清等編　德玉序　徹生序　有行實（依駒本印）,"雲峰體宗寧禪師,續清,德玉,徹生",體宗寧(A019617);續清(A037592);德玉(A001669);徹生(A016606)
JB432,幻住明禪師語錄,清 明說　清尚等編（依駒本印）,"幻住明禪師,清尚",幻住明(A019619);清尚(A037593)
JB433,純備德禪師語錄,清 廣德說　智遠等編（依駒本印）,"廣德,智遠",廣德(A019620);智遠(A019621)
JB434,法幢遠禪師語錄,清 智遠說　通慧等編　弘源序（依駒本印）,"智遠,通慧,弘源",智遠(A019621);通慧(A037594);弘源(A037595)
JB435,伏獅義公禪師語錄,清 （尼）說　明元記錄　高以永序　超琛跋　有行狀（依駒本印　原書第十七　十八兩頁缺）,"伏獅義公禪師,明元,高以永,超琛",伏獅義公(A021755);明元(A037596);高以永(A037597);超琛(A019013)
JB436,參同一揆禪師語錄,清 超琛（尼）說　普明編　明俊錄（依駒本印）,"超琛,普明,明俊",超琛(A019013);普明(A037598);明俊(A037599)
JB438,衡山禪師語錄,清 燈炳說　宗位編　超源序　藍理序　有塔銘（依駒本印）,"燈炳,宗位,超源,藍理",燈炳(A016343);宗位(A037600);超源(A016573);藍理(A012025)
JB439,高峰三山來禪師疏語,清 燈來撰　性統編（依駒本印）,"燈來,性統",燈來(A001808);性統(A000635)
JB440,高峰喬松億禪師語錄,清 玄億說　燈洪編（依駒本印）,"玄億,燈洪",玄億(A016444);燈洪(A037602)
JB441,萬峰童真禪師語錄,清 至善說　德林記（依駒本印）,"至善,德林",至善(A019622);德林(A037603)
JB442,大笑崇禪師語錄,清 崇說　空情錄（依駒本印）,"大笑崇禪師,空情",大笑崇(A016597);空情(A037604)
JB443,玉眉亮禪師語錄,清 亮說　空謐編　張廷勱序（依駒本印）,"玉眉亮禪師,空謐,張廷勱",玉眉亮(A019623);空謐(A037605);張廷勱(A037606)
JB444,卓峰玨禪師語錄,清 性玨說　宗位編　超原序　藍理序　有塔銘　附冰玄法師語錄（依駒本印　塔銘有缺頁）,"性玨,宗位,超原,藍理",性玨(A016504);宗位(A037600);超原(A016573);藍理(A012025)
JB445,別菴禪師同門錄,清 性統錄　弘秀編（依駒本印）,"性統,弘秀",性統(A000635);弘秀(A037607)
JB446,靈隱文禪師語錄,清 印文說　福度復編（依駒本印）,"印文,福度",印文(A019626);福度(A016619)
JB447,東山梅溪度禪師語錄,清 福度說　慶緒等編（依駒本印）,"福度,慶緒",福度(A016619);慶緒(A026234)
JB448,靈機禪師語錄,清 行觀說　寂方等編（依駒本印）,"行觀,寂方",行觀(A004078);寂方(A037608)
JB449,祖亮啟禪師語錄,清 超啟說　廣和記錄（依駒本印）,"超啟,廣和",超啟(A019627);廣和(A037609)
JB450,敏樹禪師語錄,清 如相說　道崇編　道領錄（依駒本印）,"如相,道崇,道領",如相(A010077);道崇(A026288);道領(A016604)
JB451,赤松領禪師語錄,清 道領說　寂源錄（依駒本印）,"道領,寂源",道領(A016604);寂源(A021486)
JB452,侶巖荷禪師語錄,清 荷說　成純等記錄（依駒本印）,"侶巖荷禪師,成純",侶巖荷(A019629);成純(A037610)
JB453,元潔瑩禪師語錄,清 淨瑩說　智祥編（依駒本印）,"淨瑩,智祥",淨瑩(A010055);智祥(A001274)
JB454,頻吉祥禪師語錄,清 智祥說　德能等編（依駒本印）,"智祥,德能",智祥(A001274);德能(A017952)
JB455,通天逸叟高禪師語錄,清 行高說　明德重梓　超原行略（依駒本印）,"行高,明德,超原",行高(A016410);明德(A037611);超原(A016573)
JB456,通天澹崖原禪師語錄,清 超原說　明德等編（依駒本印）,"超原,明德",超原(A016573);明德(A037611)
JB457,白雲象林本真禪師語錄,清 本真說　照水重梓　妙心序　有行實（依駒本印）,"本真,照水,妙心",本真(A016469);照水(A019630);妙心(A037613)
JB458,正覺潤光澤禪師澡雪集,清 澤著　照水重編　陳聞道序　有自狀（依駒本印）,"正覺潤光澤禪師,照水,陳聞道",潤光澤(A016344);照水(A019630);陳聞道(A037614)
JB459,香巖洗心水禪師語錄,清 照水說　實雪．海清等編,"照水,實雪,海清",照水(A019630);實雪(A037615);海清(A037616)
JB460,灤州萬善暉州昊禪師語錄,清 昊說　性珍．寂寶等錄（依駒本印）,"暉州昊禪師,性珍,寂寶",暉州昊(A019631);性珍(A037617);寂寶(A037618)
JB461,性空臻禪師語錄,清 行臻說　超自等編（依駒本印）,"行臻,超自",行臻(A016222);超自(A019632)
JB462,何一自禪師語錄,清 超自說　明修．明惠．明智等編（依駒本印）,"超自,明修,明惠,明智",超自(A019632);明修(A037619);明惠(A037620);明智(A037621)
JB463,溈山古梅冽禪師語錄,清 定冽說　真謙記錄（依駒本印）,"定冽,真謙",定冽(A018976);真謙(A037622)
JB464,華嚴起宗真禪師語錄,清 真說　力廣等錄（依駒本印）,"華嚴起宗真禪師,力廣",起宗真(A016620);力廣(A037623)
JB465,子雍如禪師語錄,清 成如（尼）說　祖圓記錄（依駒本印）,"成如（尼）,祖圓",成如(A019777);祖圓(A037624)
JB466,山西柏山楷禪師語錄,清 德楷說　行悟等編次（依駒本印）,"德楷,行悟",德楷(A016564);行悟(A037625)
JB468,善一純禪師語錄,清 如純說　學正錄　附續錄（依駒本印）,"如純,學正",如純(A000345);學正(A037626)
JB469,善權位禪師語錄,清 達位說　大悅等編（依駒本印）,"達位,大悅",達位(A016435);大悅(A016585)
JB470,天一悅禪師語錄,清 大悅說　學愚錄　有塔銘（依駒本印）,"大悅,學愚",大悅(A016585);學愚(A037627)
JB471,空谷道澄禪師語錄,清 道澄說　德儒編（依駒本增入並印）,"道澄,德儒",道澄(A001549);德儒(A001693)
JB472,大博乾禪師語錄,清 乾說　超宗等錄（依駒本增入並印）,"大博乾禪師,超宗",大博乾(A001010);超宗(A001368)
JB473,盤山朗空順禪師語錄,清 順說　實性記錄　附了宗見禪師法嗣　瑞亭晟法嗣（依駒本增入並印）,"盤山朗空順禪師,實性",朗空順(A001390);實性(A001920)
JB474,盤山了宗禪師語錄,清 超見說　徹凡．心月等錄（依駒本增入並印）,"超見,徹凡,心月",超見(A001367);徹凡(A001619);心月(A037628)
JB475,逕庭宗禪師語錄,清 德宗說　行謙等編（依駒本增入並印）,"德宗,行謙",德宗(A001671);行謙(A000426)
JB476,別牧純禪師語錄,清 純說　福月等編　慧輅序　有行實（依駒本增入並印）,"別牧純禪師,福月,慧輅",別牧純(A019779);福月(A001630);慧輅(A016537)
JB477,天翼翔禪師語錄,清 巨翔說　寂乾錄　際鋒等編（駒本附於前目四七六之後　今分出增入並印）,"巨翔,寂乾,際鋒",巨翔(A000233);寂乾(A001031);際鋒(A037629)
JB478,雲山燕居申禪師語錄,清 德申說　合哲等編（依駒本增入並印）,"德申,合哲",德申(A000302);合哲(A000331)
JB479,昭覺竹峰續禪師語錄,清 真續說　實悟等編（依駒本增入並印）,"真續,實悟",真續(A000965);實悟(A026337)
JB480,一貫別傳,清 廣真著（依駒本增入並印）,廣真,廣真(A001662)
JB481,古音王傳,清 廣真著並序　古心評并引　凡則　黃毓英評　元善評　前有船子曲　燈輝集　慧澤序（依駒本增入並印）,"廣真,古心,黃毓英,元善,燈輝,慧澤",廣真(A001662);古心(A037630);黃毓英(A037631);元善(A037632);燈輝(A037633);慧澤(A037634)
JB483,竺峰敏禪師語錄,清 幻敏說　性鉅．性湛．性珩．性濟等編　附後錄（依駒本增入並印）,"幻敏,性鉅,性湛,性珩,性濟",幻敏(A000153);性鉅(A000638);性湛(A037635);性珩(A037636);性濟(A037637)
JB484,野雲映禪師宗統頌,清 燈映頌　性燦錄　有塔銘　行狀（依駒本增入並印　原書第二十三頁起至末頁缺）,"燈映,性燦",燈映(A001809);性燦(A037638)
JB485,普門顯禪師語錄,清 燈顯說　性胤錄（依駒本增入並印）,"燈顯,性胤",燈顯(A001810);性胤(A000631)
JB486,鑑堂一禪師語錄,清 一說　明滿．明慧等錄　杜允貞序（依駒本增入並印）,"鑑堂一禪師,明滿,明慧,杜允貞",鑑堂一(A000005);明滿(A000668);明慧(A037639);杜允貞(A037640)
JB487,翠崖必禪師語錄,清 必說　道通錄（依駒本增入並印）,"翠崖必禪師,道通",翠崖必(A014573);道通(A001536)
JB488,斗南暐禪師語錄,清 暐說　普潤等錄（依駒本增入並印）,"斗南暐禪師,普潤",斗南暐(A012957);普潤(A001231)
JB490,博山粟如瀚禪師語錄,清 弘瀚說　傅鵬編（依駒本增入並印）,"弘瀚,傅鵬",弘瀚(A000243);傅鵬(A001174)
JB491,天寧法舟濟禪師剩語,明 道濟撰　如淵等編,"道濟,如淵",道濟(A001560);如淵(A000346)
JB492,萬峰和尚語錄,明 時蔚說　普壽集,"時蔚,普壽",時蔚(A000933);普壽(A001229)
JB493,磬山牧亭樸夫拙禪師語錄,清 拙說　光模等編,"磬山牧亭樸夫拙禪師,光模",樸夫拙(A019780);光模(A000323)
JB494,雨山和尚語錄,清 上思說,上思,上思(A000046)
JB495,天然居士懷淨土詩,清 朱道則撰　明康錄,"朱道則,明康",朱道則(A000386);明康(A000663)
JB497,鶴山禪師執帚集,清 鶴山撰　德敷錄,"鶴山,德敷",鶴山(A016516);德敷(A001691)
