id,title,byline
T0191,眾許摩訶帝經,宋 法賢譯
T0192,佛所行讚,馬鳴菩薩造 北涼 曇無讖譯
T0193,佛本行經,宋 釋寶雲譯
T0194,僧伽羅剎所集經,符秦 僧伽跋澄等譯
T0195,佛說十二遊經,東晉 迦留陀伽譯
T0196,中本起經,後漢 曇果共康孟詳譯
T0197,佛說興起行經,後漢 康孟詳譯
T0198,佛說義足經,吳 支謙譯
T0199,佛五百弟子自說本起經,西晉 竺法護譯
T0200,撰集百緣經,吳 支謙譯
T0201,大莊嚴論經,馬鳴菩薩造 後秦 鳩摩羅什譯
T0202,賢愚經,元魏 慧覺等譯
T0203,雜寶藏經,元魏 吉迦夜共曇曜譯
T0204,雜譬喻經,後漢 支婁迦讖譯
T0205,雜譬喻經,失譯
T0206,舊雜譬喻經,吳 康僧會譯
T0207,雜譬喻經,道略集
T0208,眾經撰雜譬喻,道略集 姚秦 鳩摩羅什譯
T0209,百喻經,僧伽斯那撰 蕭齊 求那毘地譯
T0210,法句經,法救撰 吳 維祇難等譯
T0211,法句譬喻經,晉世 法炬共法立譯
T0212,出曜經,姚秦 竺佛念譯
T0213,法集要頌經,法救集 宋 天息災譯
T0214,猘狗經,吳 支謙譯
T0215,群牛譬經,西晉 法炬譯
T0216,大魚事經,東晉 竺曇無蘭譯
T0217,譬喻經,唐 義淨譯
T0218,灌頂王喻經,宋 施護等譯
T0219,醫喻經,宋 施護譯
T0220,大般若波羅蜜多經,唐 玄奘譯
T0221,放光般若經,西晉 無羅叉譯
T0222,光讚經,西晉 竺法護譯
T0223,摩訶般若波羅蜜經,後秦 鳩摩羅什譯
T0224,道行般若經,後漢 支婁迦讖譯
T0225,大明度經,吳 支謙譯
T0226,摩訶般若鈔經,前秦 曇摩蜱共竺佛念譯
T0227,小品般若波羅蜜經,後秦 鳩摩羅什譯
T0228,佛說佛母出生三法藏般若波羅蜜多經,宋 施護譯
T0229,佛說佛母寶德藏般若波羅蜜經,宋 法賢譯
T0230,聖八千頌般若波羅蜜多一百八名真實圓義陀羅尼經,宋 施護等譯
T0231,勝天王般若波羅蜜經,陳 月婆首那譯
T0232,文殊師利所說摩訶般若波羅蜜經,梁 曼陀羅仙譯
T0233,文殊師利所說般若波羅蜜經,梁 僧伽婆羅譯
T0234,佛說濡首菩薩無上清淨分衛經,宋 翔公譯
T0235,金剛般若波羅蜜經,後秦 鳩摩羅什譯
T0236a,金剛般若波羅蜜經,元魏 菩提流支譯
T0236b,金剛般若波羅蜜經,元魏 菩提流支譯
T0237,金剛般若波羅蜜經,陳 真諦譯
T0238,金剛能斷般若波羅蜜經,隋 笈多譯
T0239,佛說能斷金剛般若波羅蜜多經,唐 義淨譯
T0240,實相般若波羅蜜經,唐 菩提流志譯
T0241,金剛頂瑜伽理趣般若經,唐 金剛智譯
T0242,佛說遍照般若波羅蜜經,宋 施護譯
T0243,大樂金剛不空真實三麼耶經,唐 不空譯
T0244,佛說最上根本大樂金剛不空三昧大教王經,宋 法賢譯
T0245,佛說仁王般若波羅蜜經,後秦 鳩摩羅什譯
T0246,仁王護國般若波羅蜜多經,唐 不空譯
T0247,佛說了義般若波羅蜜多經,宋 施護譯
T0248,佛說五十頌聖般若波羅蜜經,宋 施護譯
T0249,佛說帝釋般若波羅蜜多心經,宋 施護譯
T0250,摩訶般若波羅蜜大明呪經,姚秦 鳩摩羅什譯
T0251,般若波羅蜜多心經,唐 玄奘譯
T0252,普遍智藏般若波羅蜜多心經,唐 法月重譯
T0253,般若波羅蜜多心經,唐 般若共利言等譯
T0254,般若波羅蜜多心經,唐 智慧輪譯
T0255,般若波羅蜜多心經,唐 法成譯
T0257,佛說聖佛母般若波羅蜜多經,宋 施護譯
T0258,佛說聖佛母小字般若波羅蜜多經,宋 天息災譯
T0259,佛說觀想佛母般若波羅蜜多菩薩經,宋 天息災譯
T0260,佛說開覺自性般若波羅蜜多經,宋 惟淨等譯
T0261,大乘理趣六波羅蜜多經,唐 般若譯
T0262,妙法蓮華經,姚秦 鳩摩羅什譯
T0263,正法華經,西晉 竺法護譯
T0264,添品妙法蓮華經,隋 闍那崛多共笈多譯
T0265,薩曇分陀利經,失譯
T0266,佛說阿惟越致遮經,西晉 竺法護譯
T0267,不退轉法輪經,失譯
T0268,佛說廣博嚴淨不退轉輪經,宋 智嚴譯
T0269,佛說法華三昧經,宋 智嚴譯
T0270,大法鼓經,劉宋 求那跋陀羅譯
T0271,佛說菩薩行方便境界神通變化經,劉宋 求那跋陀羅譯
T0272,大薩遮尼乾子所說經,元魏 菩提留支譯
T0273,金剛三昧經,失譯
T0274,佛說濟諸方等學經,西晉 竺法護譯
T0275,大乘方廣總持經,隋 毘尼多流支譯
T0276,無量義經,蕭齊 曇摩伽陀耶舍譯
T0277,佛說觀普賢菩薩行法經,劉宋 曇無蜜多譯
T0278,大方廣佛華嚴經,東晉 佛馱跋陀羅譯
T0279,大方廣佛華嚴經,唐 實叉難陀譯
T0280,佛說兜沙經,後漢 支婁迦讖譯
T0281,佛說菩薩本業經,吳 支謙譯
T0282,諸菩薩求佛本業經,西晉 聶道真譯
T0283,菩薩十住行道品,西晉 竺法護譯
T0284,佛說菩薩十住經,東晉 祇多蜜譯
T0285,漸備一切智德經,西晉 竺法護譯
T0286,十住經,姚秦 鳩摩羅什譯
T0287,佛說十地經,唐 尸羅達摩譯
T0288,等目菩薩所問三昧經,西晉 竺法護譯
T0289,顯無邊佛土功德經,唐 玄奘譯
T0290,佛說較量一切佛剎功德經,宋 法賢譯
T0291,佛說如來興顯經,西晉 竺法護譯
T0292,度世品經,西晉 竺法護譯
T0293,大方廣佛華嚴經,唐 般若譯
T0294,佛說羅摩伽經,西秦 聖堅譯
T0295,大方廣佛華嚴經入法界品,唐 地婆訶羅譯
T0296,文殊師利發願經,東晉 佛陀跋陀羅譯
T0297,普賢菩薩行願讚,唐 不空譯
T0298,大方廣普賢所說經,唐 實叉難陀譯
T0299,大方廣總持寶光明經,宋 法天譯
T0300,大方廣佛華嚴經不思議佛境界分,唐 提雲般若譯
T0301,大方廣如來不思議境界經,唐 實叉難陀譯
T0302,度諸佛境界智光嚴經,失譯
T0303,佛華嚴入如來德智不思議境界經,隋 闍那崛多譯
T0304,大方廣入如來智德不思議經,唐 實叉難陀譯
T0305,信力入印法門經,元魏 曇摩流支譯
T0306,大方廣佛花嚴經修慈分,唐 提雲般若等譯
T0307,佛說莊嚴菩提心經,姚秦 鳩摩羅什譯
T0308,佛說大方廣菩薩十地經,元魏 吉迦夜譯
T0309,最勝問菩薩十住除垢斷結經,姚秦 竺佛念譯
T0310,大寶積經,唐 菩提流志譯
T0311,大方廣三戒經,北涼 曇無讖譯
T0312,佛說如來不思議祕密大乘經,宋 法護譯
T0313,阿閦佛國經,後漢 支婁迦讖譯
T0314,佛說大乘十法經,梁 僧伽婆羅譯
T0315a,佛說普門品經,西晉 竺法護譯
T0315b,佛說普門品經,西晉 竺法護譯
T0316,佛說大乘菩薩藏正法經,宋 法護等譯
T0317,佛說胞胎經,西晉 竺法護譯
T0318,文殊師利佛土嚴淨經,西晉 竺法護譯
T0319,大聖文殊師利菩薩佛剎功德莊嚴經,唐 不空譯
T0320,父子合集經,宋 日稱等譯
T0321,佛說護國尊者所問大乘經,宋 施護譯
T0322,法鏡經,後漢 安玄譯
T0323,郁迦羅越問菩薩行經,西晉 竺法護譯
T0324,佛說幻士仁賢經,西晉 竺法護譯
T0325,佛說決定毘尼經,西晉 燉煌三藏譯
T0326,佛說三十五佛名禮懺文,唐 不空譯
T0327,發覺淨心經,隋 闍那崛多譯
T0328,佛說須賴經,曹魏 白延譯
T0329,佛說須賴經,前涼 支施崙譯
T0330,佛說菩薩修行經,西晉 白法祖譯
T0331,佛說無畏授所問大乘經,宋 施護等譯
T0332,佛說優填王經,西晉 法炬譯
T0333,佛說大乘日子王所問經,宋 法天譯
T0334,佛說須摩提菩薩經,西晉 竺法護譯
T0335,佛說須摩提菩薩經,姚秦 鳩摩羅什譯
T0336,須摩提經,唐 菩提流志譯
T0337,佛說阿闍貰王女阿術達菩薩經,西晉 竺法護譯
T0338,佛說離垢施女經,西晉 竺法護譯
T0339,得無垢女經,元魏 瞿曇般若流支譯
T0340,文殊師利所說不思議佛境界經,唐 菩提流志譯
T0341,聖善住意天子所問經,元魏 毘目智仙共般若流支譯
T0342,佛說如幻三昧經,西晉 竺法護譯
T0343,佛說太子刷護經,西晉 竺法護譯
T0344,佛說太子和休經,失譯
T0345,慧上菩薩問大善權經,西晉 竺法護譯
T0346,佛說大方廣善巧方便經,宋 施護譯
T0347,大乘顯識經,唐 地婆訶羅譯
T0348,佛說大乘方等要慧經,後漢 安世高譯
T0349,彌勒菩薩所問本願經,西晉 竺法護譯
T0350,佛說遺日摩尼寶經,後漢 支婁迦讖譯
T0351,佛說摩訶衍寶嚴經,失譯
T0352,佛說大迦葉問大寶積正法經,宋 施護譯
T0353,勝鬘師子吼一乘大方便方廣經,劉宋 求那跋陀羅譯
T0354,毘耶娑問經,元魏 瞿曇般若流支譯
T0355,入法界體性經,隋 闍那崛多譯
T0356,佛說寶積三昧文殊師利菩薩問法身經,後漢 安世高譯
T0357,如來莊嚴智慧光明入一切佛境界經,元魏 曇摩流支譯
T0358,度一切諸佛境界智嚴經,梁 僧伽婆羅等譯
T0359,佛說大乘入諸佛境界智光明莊嚴經,宋 法護等譯
T0360,佛說無量壽經,曹魏 康僧鎧譯
T0361,佛說無量清淨平等覺經,後漢 支婁迦讖譯
T0362,佛說阿彌陀三耶三佛薩樓佛檀過度人道經,吳 支謙譯
T0363,佛說大乘無量壽莊嚴經,宋 法賢譯
T0364,佛說大阿彌陀經,宋 王日休校輯
T0365,佛說觀無量壽佛經,宋 畺良耶舍譯
T0366,佛說阿彌陀經,姚秦 鳩摩羅什譯
T0367,稱讚淨土佛攝受經,唐 玄奘譯
T0368,拔一切業障根本得生淨土神呪,劉宋 求那跋陀羅重譯
T0370,阿彌陀鼓音聲王陀羅尼經,失譯
T0371,觀世音菩薩授記經,宋 曇無竭譯
T0372,佛說如幻三摩地無量印法門經,宋 施護等譯
T0373,後出阿彌陀佛偈,失譯
T0374,大般涅槃經,北涼 曇無讖譯
T0375,大般涅槃經,宋 慧嚴等依泥洹經加之
T0376,佛說大般泥洹經,東晉 法顯譯
T0377,大般涅槃經後分,唐 若那跋陀羅譯
T0378,佛說方等般泥洹經,西晉 竺法護譯
T0379,四童子三昧經,隋 闍那崛多譯
T0380,大悲經,高齊 那連提耶舍譯
T0381,等集眾德三昧經,西晉 竺法護譯
T0382,集一切福德三昧經,姚秦 鳩摩羅什譯
T0383,摩訶摩耶經,蕭齊 曇景譯
T0384,菩薩從兜術天降神母胎說廣普經,姚秦 竺佛念譯
T0385,中陰經,姚秦 竺佛念譯
T0386,蓮華面經,隋 那連提耶舍譯
T0387,大方等無想經,北涼 曇無讖譯
T0388,大雲無想經卷第九,姚秦 竺佛念譯
T0389,佛垂般涅槃略說教誡經,姚秦 鳩摩羅什譯
T0390,佛臨涅槃記法住經,唐 玄奘譯
T0391,般泥洹後灌臘經,西晉 竺法護譯
T0392,佛滅度後棺斂葬送經,失譯
T0393,迦葉赴佛般涅槃經,東晉 竺曇無蘭譯
T0394,佛入涅槃密迹金剛力士哀戀經,失譯
T0395,佛說當來變經,西晉 竺法護譯
T0396,佛說法滅盡經,失譯
T0397,大方等大集經,北涼 曇無讖譯
T0398,大哀經,西晉 竺法護譯
T0399,寶女所問經,西晉 竺法護譯
T0400,佛說海意菩薩所問淨印法門經,宋 惟淨等譯
T0401,佛說無言童子經,西晉 竺法護譯
T0402,寶星陀羅尼經,唐 波羅頗蜜多羅譯
T0403,阿差末菩薩經,西晉 竺法護譯
T0404,大集大虛空藏菩薩所問經,唐 不空譯
T0405,虛空藏菩薩經,姚秦 佛陀耶舍譯
T0406,虛空藏菩薩神呪經,失譯
T0407,虛空藏菩薩神呪經,宋 曇摩蜜多譯
T0408,虛空孕菩薩經,隋 闍那崛多譯
T0409,觀虛空藏菩薩經,劉宋 曇摩蜜多譯
T0410,大方廣十輪經,失譯
T0411,大乘大集地藏十輪經,唐 玄奘譯
T0412,地藏菩薩本願經,唐 實叉難陀譯
T0413,百千頌大集經地藏菩薩請問法身讚,唐 不空譯
T0414,菩薩念佛三昧經,劉宋 功德直譯
T0415,大方等大集經菩薩念佛三昧分,隋 達磨笈多譯
T0416,大方等大集經賢護分,隋 闍那崛多譯
T0417,般舟三昧經,後漢 支婁迦讖譯
T0418,般舟三昧經,後漢 支婁迦讖譯
T0419,拔陂菩薩經,失譯
T0420,自在王菩薩經,姚秦 鳩摩羅什譯
T0421,奮迅王問經,元魏 瞿曇般若流支譯
T0422,大集譬喻王經,隋 闍那崛多譯
T0423,僧伽吒經,元魏 月婆首那譯
T0424,大集會正法經,宋 施護譯
T0425,賢劫經,西晉 竺法護譯
T0426,佛說千佛因緣經,後秦 鳩摩羅什譯
T0427,佛說八吉祥神呪經,吳 支謙譯
T0428,佛說八陽神呪經,西晉 竺法護譯
T0429,佛說八部佛名經,元魏 瞿曇般若流支譯
T0430,八吉祥經,梁 僧伽婆羅譯
T0431,八佛名號經,隋 闍那崛多譯
T0432,佛說十吉祥經,失譯
T0433,佛說寶網經,西晉 竺法護譯
T0434,佛說稱揚諸佛功德經,元魏 吉迦夜譯
T0435,佛說滅十方冥經,西晉 竺法護譯
T0436,受持七佛名號所生功德經,唐 玄奘譯
T0437,大乘寶月童子問法經,宋 施護譯
T0438,佛說大乘大方廣佛冠經,宋 法護等譯
T0439,佛說諸佛經,宋 施護譯
T0440,佛說佛名經,元魏 菩提流支譯
T0442,十方千五百佛名經,失譯
T0443,五千五百佛名神呪除障滅罪經,隋 闍那崛多譯
T0444,佛說百佛名經,隋 那連提耶舍譯
T0445,佛說不思議功德諸佛所護念經,失譯
T0446a,過去莊嚴劫千佛名經,闕譯
T0446b,過去莊嚴劫千佛名經,失譯
T0447a,現在賢劫千佛名經,闕譯
T0448a,未來星宿劫千佛名經,闕譯
T0448b,未來星宿劫千佛名經,失譯
T0449,佛說藥師如來本願經,隋 達摩笈多譯
T0450,藥師琉璃光如來本願功德經,唐 玄奘譯
T0451,藥師琉璃光七佛本願功德經,唐 義淨譯
T0452,佛說觀彌勒菩薩上生兜率天經,宋 沮渠京聲譯
T0453,佛說彌勒下生經,西晉 竺法護譯
T0454,佛說彌勒下生成佛經,後秦 鳩摩羅什譯
T0455,佛說彌勒下生成佛經,唐 義淨譯
T0456,佛說彌勒大成佛經,姚秦 鳩摩羅什譯
T0457,佛說彌勒來時經,失譯
T0458,文殊師利問菩薩署經,後漢 支婁迦讖譯
T0459,佛說文殊悔過經,西晉 竺法護譯
T0460,佛說文殊師利淨律經,西晉 竺法護譯
T0461,佛說文殊師利現寶藏經,西晉 竺法護譯
T0462,大方廣寶篋經,劉宋 求那跋陀羅譯
T0463,佛說文殊師利般涅槃經,西晉 聶道真譯
T0464,文殊師利問菩提經,姚秦 鳩摩羅什譯
T0465,伽耶山頂經,元魏 菩提流支譯
T0466,佛說象頭精舍經,隋 毘尼多流支譯
T0467,大乘伽耶山頂經,唐 菩提流志譯
T0468,文殊師利問經,梁 僧伽婆羅譯
T0469,文殊問經字母品第十四,唐 不空譯
T0470,佛說文殊師利巡行經,元魏 菩提流支譯
T0471,佛說文殊師利行經,隋 豆那掘多譯
T0472,佛說大乘善見變化文殊師利問法經,宋 天息災譯
T0473,佛說妙吉祥菩薩所問大乘法螺經,宋 法賢譯
T0474,佛說維摩詰經,吳 支謙譯
T0475,維摩詰所說經,姚秦 鳩摩羅什譯
T0476,說無垢稱經,唐 玄奘譯
T0477,佛說大方等頂王經,西晉 竺法護譯
T0478,大乘頂王經,梁 月婆首那譯
T0479,善思童子經,隋 闍那崛多譯
T0480,佛說月上女經,隋 闍那崛多譯
T0481,持人菩薩經,西晉 竺法護譯
T0482,持世經,姚秦 鳩摩羅什譯
T0483,三曼陀跋陀羅菩薩經,西晉 聶道真譯
T0484,不思議光菩薩所說經,後秦 鳩摩羅什譯
T0485,無所有菩薩經,隋 闍那崛多等譯
T0486,師子莊嚴王菩薩請問經,唐 那提譯
T0487,離垢慧菩薩所問禮佛法經,唐 那提譯
T0488,寶授菩薩菩提行經,宋 法賢譯
T0489,佛說除蓋障菩薩所問經,宋 法護等譯
T0490,佛說八大菩薩經,宋 法賢譯
T0491,六菩薩亦當誦持經,失譯
T0492a,佛說阿難問事佛吉凶經,後漢 安世高譯
T0492b,阿難問事佛吉凶經,後漢 安世高譯
T0493,佛說阿難四事經,吳 支謙譯
T0494,阿難七夢經,東晉 竺曇無蘭譯
T0495,佛說阿難分別經,乞伏秦 法堅譯
T0496,佛說大迦葉本經,西晉 竺法護譯
T0497,佛說摩訶迦葉度貧母經,劉宋 求那跋陀羅譯
T0498,佛說初分說經,宋 施護譯
T0499,佛為阿支羅迦葉自化作苦經,失譯
T0500,羅云忍辱經,西晉 法炬譯
T0501,佛說沙曷比丘功德經,西晉 法炬譯
T0502,佛為年少比丘說正事經,西晉 法炬譯
T0503,比丘避女惡名欲自殺經,西晉 法炬譯
T0504,比丘聽施經,東晉 曇無蘭譯
T0505,佛說隨勇尊者經,宋 施護等譯
T0506,犍陀國王經,後漢 安世高譯
T0507,佛說未生冤經,吳 支謙譯
T0508,阿闍世王問五逆經,西晉 法炬譯
T0509,阿闍世王授決經,西晉 法炬譯
T0510,採花違王上佛授決號妙花經,東晉 竺曇無蘭譯
T0511,佛說蓱沙王五願經,吳 支謙譯
T0512,佛說淨飯王般涅槃經,劉宋 沮渠京聲譯
T0513,佛說琉璃王經,西晉 竺法護譯
T0514,佛說諫王經,劉宋 沮渠京聲譯
T0515,如來示教勝軍王經,唐 玄奘譯
T0516,佛說勝軍王所問經,宋 施護譯
T0517,佛說末羅王經,劉宋 沮渠京聲譯
T0518,佛說旃陀越國王經,劉宋 沮渠京聲譯
T0519,佛說摩達國王經,劉宋 沮渠京聲譯
T0520,佛說薩羅國經,失譯
T0521,佛說梵摩難國王經,失譯
T0522,普達王經,失譯
T0523,佛說五王經,失譯
T0524,佛為優填王說王法政論經,唐 不空譯
T0525,佛說長者子懊惱三處經,後漢 安世高譯
T0526,佛說長者子制經,後漢 安世高譯
T0527,佛說逝童子經,西晉 支法度譯
T0528,佛說菩薩逝經,西晉 白法祖譯
T0529,佛說阿鳩留經,失譯
T0530,佛說須摩提長者經,吳 支謙譯
T0531,佛說長者音悅經,吳 支謙譯
T0532,私呵昧經,吳 支謙譯
T0533,菩薩生地經,吳 支謙譯
T0534,佛說月光童子經,西晉 竺法護譯
T0535,佛說申日經,西晉 竺法護譯
T0536,申日兒本經,劉宋 求那跋陀羅譯
T0537,佛說越難經,西晉 聶承遠譯
T0538,佛說呵雕阿那鋡經,東晉 竺曇無蘭譯
T0539,盧至長者因緣經,失譯
T0540a,佛說樹提伽經,劉宋 求那跋陀羅譯
T0540b,佛說樹提伽經,劉宋 求那跋陀羅譯
T0541,佛說佛大僧大經,劉宋 沮渠京聲譯
T0542,佛說耶祇經,劉宋 沮渠京聲譯
T0543,佛說巨力長者所問大乘經,宋 智吉祥等譯
T0544,辯意長者子經,後魏 法場譯
T0545,佛說德護長者經,隋 那連提耶舍譯
T0546,佛說金耀童子經,宋 天息災譯
T0547,大花嚴長者問佛那羅延力經,唐 般若共利言譯
T0548,佛說金光王童子經,宋 法賢譯
T0549,佛說光明童子因緣經,宋 施護譯
T0550,金色童子因緣經,宋 惟淨等譯
T0551,佛說摩鄧女經,後漢 安世高譯
T0552,佛說摩登女解形中六事經,失譯
T0553,佛說㮈女祇域因緣經,後漢 安世高譯
T0554,佛說奈女耆婆經,後漢 安世高譯
T0555a,五母子經,吳 支謙譯
T0555b,五母子經,吳 支謙譯
T0556,佛說七女經,吳 支謙譯
T0557,佛說龍施女經,吳 支謙譯
T0558,佛說龍施菩薩本起經,西晉 竺法護譯
T0559,佛說老女人經,吳 支謙譯
T0560,佛說老母女六英經,劉宋 求那跋陀羅譯
T0561,佛說老母經,失譯
T0562,佛說無垢賢女經,西晉 竺法護譯
T0563,佛說腹中女聽經,北涼 曇無讖譯
T0564,佛說轉女身經,劉宋 曇摩蜜多譯
T0565,順權方便經,西晉 竺法護譯
T0566,樂瓔珞莊嚴方便品經,姚秦 曇摩耶舍譯
T0567,佛說梵志女首意經,西晉 竺法護譯
T0568,有德女所問大乘經,唐 菩提流志譯
T0569,佛說心明經,西晉 竺法護譯
T0570,佛說賢首經,西秦 聖堅譯
T0571,佛說婦人遇辜經,乞伏秦 聖堅譯
T0572,佛說長者法志妻經,失譯
T0573,差摩婆帝授記經,元魏 菩提流支譯
T0574,佛說堅固女經,隋 那連提耶舍譯
T0575,佛說大方等修多羅王經,後魏 菩提流支譯
T0576,佛說轉有經,元魏 佛陀扇多譯
T0577,佛說大乘流轉諸有經,唐 義淨譯
T0578,無垢優婆夷問經,後魏 瞿曇般若流支譯
T0579,優婆夷淨行法門經,失譯
T0580,佛說長者女菴提遮師子吼了義經,失譯
T0581,佛說八師經,吳 支謙譯
T0582,佛說孫多耶致經,吳 支謙譯
T0583,佛說黑氏梵志經,吳 支謙譯
T0584,長爪梵志請問經,唐 義淨譯
T0585,持心梵天所問經,西晉 竺法護譯
T0586,思益梵天所問經,姚秦 鳩摩羅什譯
T0587,勝思惟梵天所問經,元魏 菩提流支譯
T0588,佛說須真天子經,西晉 竺法護譯
T0589,佛說魔逆經,西晉 竺法護譯
T0590,佛說四天王經,劉宋 智嚴共寶雲譯
T0591,商主天子所問經,隋 闍那崛多譯
T0592,天請問經,唐 玄奘譯
T0593,佛為勝光天子說王法經,唐 義淨譯
T0594,佛說大自在天子因地經,宋 施護譯
T0595,佛說嗟韈曩法天子受三歸依獲免惡道經,宋 法天譯
T0596,佛說天王太子辟羅經,失譯
T0597,龍王兄弟經,吳 支謙譯
T0598,佛說海龍王經,西晉 竺法護譯
T0599,佛為海龍王說法印經,唐 義淨譯
T0600,十善業道經,唐 實叉難陀譯
T0601,佛為娑伽羅龍王所說大乘經,宋 施護譯
T0602,佛說大安般守意經,後漢 安世高譯
T0603,陰持入經,後漢 安世高譯
T0604,佛說禪行三十七品經,後漢 安世高譯
T0605,禪行法想經,後漢 安世高譯
T0606,修行道地經,西晉 竺法護譯
T0607,道地經,僧伽羅剎造 後漢 安世高譯
T0608,小道地經,後漢 支曜譯
T0609,禪要經,失譯
T0610,佛說內身觀章句經,失譯
T0611,法觀經,西晉 竺法護譯
T0612,身觀經,西晉 竺法護譯
T0613,禪祕要法經,姚秦 鳩摩羅什等譯
T0614,坐禪三昧經,姚秦 鳩摩羅什譯
T0615,菩薩訶色欲法經,姚秦 鳩摩羅什譯
T0616,禪法要解,姚秦 鳩摩羅什譯
T0617,思惟略要法,姚秦 鳩摩羅什譯
T0618,達摩多羅禪經,東晉 佛陀跋陀羅譯
T0619,五門禪經要用法,佛陀蜜多撰 劉宋 曇摩蜜多譯
T0620,治禪病祕要法,劉宋 沮渠京聲譯
T0621,佛說佛印三昧經,後漢 安世高譯
T0622,佛說自誓三昧經,後漢 安世高譯
T0623,佛說如來獨證自誓三昧經,西晉 竺法護譯
T0624,佛說伅真陀羅所問如來三昧經,後漢 支婁迦讖譯
T0625,大樹緊那羅王所問經,姚秦 鳩摩羅什譯
T0626,佛說阿闍世王經,後漢 支婁迦讖譯
T0627,文殊支利普超三昧經,西晉 竺法護譯
T0628,佛說未曾有正法經,宋 法天譯
T0629,佛說放鉢經,闕譯
T0630,佛說成具光明定意經,後漢 支曜譯
T0631,佛說法律三昧經,吳 支謙譯
T0632,佛說慧印三昧經,吳 支謙譯
T0633,佛說如來智印經,失譯
T0634,佛說大乘智印經,宋 智吉祥等譯
T0635,佛說弘道廣顯三昧經,西晉 竺法護譯
T0636,無極寶三昧經,西晉 竺法護譯
T0637,佛說寶如來三昧經,東晉 祇多蜜譯
T0638,佛說超日明三昧經,西晉 聶承遠譯
T0639,月燈三昧經,高齊 那連提耶舍譯
T0640,佛說月燈三昧經,劉宋 先公譯
T0641,佛說月燈三昧經,劉宋 先公譯
T0642,佛說首楞嚴三昧經,姚秦 鳩摩羅什譯
T0643,佛說觀佛三昧海經,東晉 佛陀跋陀羅譯
T0644,佛說金剛三昧本性清淨不壞不滅經,失譯
T0645,不必定入定入印經,元魏 瞿曇般若流支譯
T0646,入定不定印經,唐 義淨譯
T0647,力莊嚴三昧經,隋 那連提耶舍譯
T0648,寂照神變三摩地經,唐 玄奘譯
T0649,觀察諸法行經,隋 闍那崛多譯
T0650,諸法無行經,姚秦 鳩摩羅什譯
T0651,佛說諸法本無經,隋 闍那崛多譯
T0652,佛說大乘隨轉宣說諸法經,宋 紹德等譯
T0653,佛藏經,姚秦 鳩摩羅什譯
T0654,佛說入無分別法門經,宋 施護譯
T0655,佛說勝義空經,宋 施護等譯
T0656,菩薩瓔珞經,姚秦 竺佛念譯
T0657,佛說華手經,姚秦 鳩摩羅什譯
T0658,寶雲經,梁 曼陀羅仙譯
T0659,大乘寶雲經,梁 曼陀羅仙共僧伽婆羅譯
T0660,佛說寶雨經,唐 達摩流支譯
T0661,大乘百福相經,唐 地婆訶羅譯
T0662,大乘百福莊嚴相經,唐 地婆訶羅譯
T0663,金光明經,北涼 曇無讖譯
T0664,合部金光明經,隋 寶貴合
T0665,金光明最勝王經,唐 義淨譯
T0666,大方等如來藏經,東晉 佛陀跋陀羅譯
T0667,大方廣如來藏經,唐 不空譯
T0668,佛說不增不減經,元魏 菩提流支譯
T0669,佛說無上依經,梁 真諦譯
T0670,楞伽阿跋多羅寶經,劉宋 求那跋陀羅譯
T0671,入楞伽經,元魏 菩提流支譯
T0672,大乘入楞伽經,唐 實叉難陀譯
T0673,大乘同性經,宇文周 闍那耶舍譯
T0674,證契大乘經,唐 地婆訶羅譯
T0675,深密解脫經,元魏 菩提流支譯
T0676,解深密經,唐 玄奘譯
T0677,佛說解節經,陳 真諦譯
T0678,相續解脫地波羅蜜了義經,劉宋 求那跋陀羅譯
T0679,相續解脫如來所作隨順處了義經,劉宋 求那跋陀羅譯
T0680,佛說佛地經,唐 玄奘譯
T0681,大乘密嚴經,唐 地婆訶羅譯
T0682,大乘密嚴經,唐 不空譯
T0683,佛說諸德福田經,西晉 法立法炬共譯
T0684,佛說父母恩難報經,後漢 安世高譯
T0685,佛說盂蘭盆經,西晉 竺法護譯
T0686,佛說報恩奉盆經,失譯
T0687,佛說孝子經,失譯
T0688,佛說未曾有經,失譯
T0689,甚希有經,唐 玄奘譯
T0690,佛說希有挍量功德經,隋 闍那崛多譯
T0691,最無比經,唐 玄奘譯
T0692,佛說作佛形像經,闕譯
T0693,佛說造立形像福報經,闕譯
T0694,佛說大乘造像功德經,唐 提雲般若譯
T0695,佛說灌洗佛形像經,西晉 法炬譯
T0696,佛說摩訶剎頭經,西秦 聖堅譯
T0697,佛說浴像功德經,唐 寶思惟譯
T0698,浴佛功德經,唐 義淨譯
T0699,佛說造塔功德經,唐 地婆訶羅譯
T0700,右繞佛塔功德經,唐 實叉難陀譯
T0701,佛說溫室洗浴眾僧經,後漢 安世高譯
T0702,佛說施燈功德經,高齊 那連提耶舍譯
T0703,燈指因緣經,姚秦 鳩摩羅什譯
T0704,佛說樓閣正法甘露鼓經,宋 天息災譯
T0705,佛說布施經,宋 法賢譯
T0706,佛說五大施經,宋 施護等譯
T0707,佛說出家功德經,失譯
T0708,了本生死經,吳 支謙譯
T0709,佛說稻芉經,闕譯
T0710,慈氏菩薩所說大乘緣生稻𦼮喻經,唐 不空譯
T0711,大乘舍黎娑擔摩經,宋 施護譯
T0712,佛說大乘稻芉經,失譯
T0713,貝多樹下思惟十二因緣經,吳 支謙譯
T0714,緣起聖道經,唐 玄奘譯
