典籍編號,典籍名稱,卷數,作譯者,type
P1611,諸佛世尊如來菩薩尊者神僧名經,40,明 太宗朱棣制,text
P1612,諸佛世尊如來菩薩尊者名稱歌曲(第51卷),51,明 太宗朱棣制,text
P1615,大明三藏法數,38,明 一如等編集,text
P1617,妙法蓮華經要解（選錄「要解」本文）,19,宋 戒環解,text
P1618,大佛頂萬行首楞嚴經會解,20,唐宋 九師釋　元 惟則會解,text
P1624,金剛經疏論纂要（選錄「釋金剛經纂要疏科」）,1,宋 子璿錄,text
P1629,天台四教儀集註（選錄「集註」本文）,9,元 蒙潤集,text
P1630,教乘法數（選錄序文）,1,明 圓瀞集,text
S0046,上生經會古通今新抄,2,唐 詮明集,text
S0047,上生經疏隨新抄科文,1,,text
T0001,長阿含經,22,後秦 佛陀耶舍共竺佛念譯,text
T0002,七佛經,1,宋 法天譯,text
T0003,毘婆尸佛經,2,宋 法天譯,text
T0004,七佛父母姓字經,1,失譯,text
T0005,佛般泥洹經,2,西晉 白法祖譯,text
T0006,般泥洹經,2,失譯,text
T0007,大般涅槃經,3,東晉 法顯譯,text
T0008,大堅固婆羅門緣起經,2,宋 施護等譯,text
T0009,人仙經,1,宋 法賢譯,text
T0010,白衣金幢二婆羅門緣起經,3,宋 施護等譯,text
T0011,尼拘陀梵志經,2,宋 施護等譯,text
T0012,大集法門經,2,宋 施護譯,text
T0013,長阿含十報法經,2,後漢 安世高譯,text
T0014,人本欲生經,1,後漢 安世高譯,text
T0015,帝釋所問經,1,宋 法賢譯,text
T0016,尸迦羅越六方禮經,1,後漢 安世高譯,text
T0017,善生子經,1,西晉 支法度譯,text
T0018,信佛功德經,1,宋 法賢譯,text
T0019,大三摩惹經,1,宋 法天譯,text
T0020,佛開解梵志阿颰經,1,吳 支謙譯,text
T0021,梵網六十二見經,1,吳 支謙譯,text
T0022,寂志果經,1,東晉 竺曇無蘭譯,text
T0023,大樓炭經,6,西晉 法立共法炬譯,text
T0024,起世經,10,隋 闍那崛多等譯,text
T0025,起世因本經,10,隋 達摩笈多譯,text
T0026,中阿含經,60,東晉 瞿曇僧伽提婆譯,text
T0027,七知經,1,吳 支謙譯,text
T0028,園生樹經,1,宋 施護譯,text
T0029,鹹水喻經,1,失譯,text
T0030,薩鉢多酥哩踰捺野經,1,宋 法賢譯,text
T0031,一切流攝守因經,1,後漢 安世高譯,text
T0032,四諦經,1,後漢 安世高譯,text
T0033,恒水經,1,西晉 法炬譯,text
T0034,法海經,1,西晉 法炬譯,text
T0035,海八德經,1,後秦 鳩摩羅什譯,text
T0036,本相猗致經,1,後漢 安世高譯,text
T0037,緣本致經,1,失譯,text
T0038,輪王七寶經,1,宋 施護譯,text
T0039,頂生王故事經,1,西晉 法炬譯,text
T0040,文陀竭王經,1,北涼 曇無讖譯,text
T0041,頻婆娑羅王經,1,宋 法賢譯,text
T0042,鐵城泥犁經,1,東晉 竺曇無蘭譯,text
T0043,閻羅王五天使者經,1,劉宋 慧簡譯,text
T0044,古來世時經,1,失譯,text
T0045,大正句王經,2,宋 法賢譯,text
T0046,阿那律八念經,1,後漢 支曜譯,text
T0047,離睡經,1,西晉 竺法護譯,text
T0048,是法非法經,1,後漢 安世高譯,text
T0049,求欲經,1,西晉 法炬譯,text
T0050,受歲經,1,西晉 竺法護譯,text
T0051,梵志計水淨經,1,失譯,text
T0052,大生義經,1,宋 施護譯,text
T0053,苦陰經,1,失譯,text
T0054,釋摩男本四子經,1,吳 支謙譯,text
T0055,苦陰因事經,1,西晉 法炬譯,text
T0056,樂想經,1,西晉 竺法護譯,text
T0057,漏分布經,1,後漢 安世高譯,text
T0058,阿耨風經,1,東晉 竺曇無蘭譯,text
T0059,諸法本經,1,吳 支謙譯,text
T0060,瞿曇彌記果經,1,劉宋 慧簡譯,text
T0061,受新歲經,1,西晉 竺法護譯,text
T0062,新歲經,1,東晉 竺曇無蘭譯,text
T0063,解夏經,1,宋 法賢譯,text
T0064,瞻婆比丘經,1,西晉 法炬譯,text
T0065,伏婬經,1,西晉 法炬譯,text
T0066,魔嬈亂經,1,失譯,text
T0067,弊魔試目連經,1,吳 支謙譯,text
T0068,賴吒和羅經,1,吳 支謙譯,text
T0069,護國經,1,宋 法賢譯,text
T0070,數經,1,西晉 法炬譯,text
T0071,梵志頞波羅延問種尊經,1,東晉 竺曇無蘭譯,text
T0072,三歸五戒慈心厭離功德經,1,失譯,text
T0073,須達經,1,蕭齊 求那毘地譯,text
T0074,長者施報經,1,宋 法天譯,text
T0075,佛為黃竹園老婆羅門說學經,1,失譯,text
T0076,梵摩渝經,1,吳 支謙譯,text
T0077,尊上經,1,西晉 竺法護譯,text
T0078,兜調經,1,失譯,text
T0079,鸚鵡經,1,劉宋 求那跋陀羅譯,text
T0080,佛為首迦長者說業報差別經,1,隋 瞿曇法智譯,text
T0081,分別善惡報應經,2,宋 天息災譯,text
T0082,意經,1,西晉 竺法護譯,text
T0083,應法經,1,西晉 竺法護譯,text
T0084,分別布施經,1,宋 施護譯,text
T0085,息諍因緣經,1,宋 施護譯,text
T0086,泥犁經,1,東晉 竺曇無蘭譯,text
T0087,齋經,1,吳 支謙譯,text
T0088,優陂夷墮舍迦經,1,失譯,text
T0089,八關齋經,1,劉宋 沮渠京聲譯,text
T0090,鞞摩肅經,1,劉宋 求那跋陀羅譯,text
T0091,婆羅門子命終愛念不離經,1,後漢 安世高譯,text
T0092,十支居士八城人經,1,後漢 安世高譯,text
T0093,邪見經,1,失譯,text
T0094,箭喻經,1,失譯,text
T0095,蟻喻經,1,宋 施護譯,text
T0096,治意經,1,失譯,text
T0097,廣義法門經,1,陳 真諦譯,text
T0098,普法義經,1,後漢 安世高譯,text
T0099,雜阿含經,50,劉宋 求那跋陀羅譯,text
T0100,別譯雜阿含經,16,失譯,text
T0101,雜阿含經,1,失譯,text
T0102,佛說五蘊皆空經,1,唐 義淨譯,text
T0103,佛說聖法印經,1,西晉 竺法護譯,text
T0104,佛說法印經,1,宋 施護譯,text
T0105,五陰譬喻經,1,後漢 安世高譯,text
T0106,佛說水沫所漂經,1,東晉 竺曇無蘭譯,text
T0107,佛說不自守意經,1,吳 支謙譯,text
T0108,佛說滿願子經,1,失譯,text
T0109,佛說轉法輪經,1,後漢 安世高譯,text
T0110,佛說三轉法輪經,1,唐 義淨譯,text
T0111,佛說相應相可經,1,西晉 法炬譯,text
T0112,佛說八正道經,1,後漢 安世高譯,text
T0113,佛說難提釋經,1,西晉 法炬譯,text
T0114,佛說馬有三相經,1,後漢 支曜譯,text
T0115,佛說馬有八態譬人經,1,後漢 支曜譯,text
T0116,佛說戒德香經,1,東晉 竺曇無蘭譯,text
T0117,佛說戒香經,1,宋 法賢譯,text
T0118,佛說鴦掘摩經,1,西晉 竺法護譯,text
T0119,佛說鴦崛髻經,1,西晉 法炬譯,text
T0120,央掘魔羅經,4,劉宋 求那跋陀羅譯,text
T0121,佛說月喻經,1,宋 施護譯,text
T0122,佛說波斯匿王太后崩塵土坌身經,1,西晉 法炬譯,text
T0123,佛說放牛經,1,後秦 鳩摩羅什譯,text
T0124,緣起經,1,唐 玄奘譯,text
T0125,增壹阿含經,51,東晉 瞿曇僧伽提婆譯,text
T0126,佛說阿羅漢具德經,1,宋 法賢譯,text
T0127,佛說四人出現世間經,1,劉宋 求那跋陀羅譯,text
T0128a,須摩提女經,1,吳 支謙譯,text
T0128b,須摩提女經,1,吳 支謙譯,text
T0129,佛說三摩竭經,1,吳 竺律炎譯,text
T0130,佛說給孤長者女得度因緣經,3,宋 施護譯,text
T0131,佛說婆羅門避死經,1,後漢 安世高譯,text
T0132a,佛說食施獲五福報經,1,失譯,text
T0132b,施食獲五福報經,1,失譯,text
T0133,頻毘娑羅王詣佛供養經,1,西晉 法炬譯,text
T0134,佛說長者子六過出家經,1,劉宋 慧簡譯,text
T0135,佛說力士移山經,1,西晉 竺法護譯,text
T0136,佛說四未曾有法經,1,西晉 竺法護譯,text
T0137,舍利弗摩訶目連遊四衢經,1,後漢 康孟詳譯,text
T0138,佛說十一想思念如來經,1,劉宋 求那跋陀羅譯,text
T0139,佛說四泥犁經,1,東晉 竺曇無蘭譯,text
T0140,阿那邠邸化七子經,1,後漢 安世高譯,text
T0141,佛說阿遬達經,1,劉宋 求那跋陀羅譯,text
T0142a,佛說玉耶女經,1,失譯,text
T0142b,玉耶女經,1,失譯,text
T0143,玉耶經,1,東晉 竺曇無蘭譯,text
T0144,佛說大愛道般泥洹經,1,西晉 白法祖譯,text
T0145,佛母般泥洹經,1,劉宋 慧簡譯,text
T0146,舍衛國王夢見十事經,1,失譯,text
T0147,佛說舍衛國王十夢經,1,失譯,text
T0148,國王不梨先泥十夢經,1,東晉 竺曇無蘭譯,text
T0149,佛說阿難同學經,1,後漢 安世高譯,text
T0150A,七處三觀經,1,後漢 安世高譯,text
T0150B,九橫經,1,後漢 安世高譯,text
T0151,佛說阿含正行經,1,後漢 安世高譯,text
T0152,六度集經,8,吳 康僧會譯,text
T0153,菩薩本緣經,3,吳 支謙譯,text
T0154,生經,5,西晉 竺法護譯,text
T0155,菩薩本行經,3,失譯,text
T0156,大方便佛報恩經,7,失譯,text
T0157,悲華經,10,北涼 曇無讖譯,text
T0158,大乘悲分陀利經,8,失譯,text
T0159,大乘本生心地觀經,8,唐 般若譯,text
T0160,菩薩本生鬘論,16,宋 紹德慧詢等譯,text
T0161,長壽王經,1,失譯,text
T0162,金色王經,1,東魏 瞿曇般若流支譯,text
T0163,妙色王因緣經,1,唐 義淨譯,text
T0164,師子素馱娑王斷肉經,1,唐 智嚴譯,text
T0165,頂生王因緣經,6,宋 施護等譯,text
T0166,月光菩薩經,1,宋 法賢譯,text
T0167,太子慕魄經,1,後漢 安世高譯,text
T0168,太子墓魄經,1,西晉 竺法護譯,text
T0169,月明菩薩經,1,吳 支謙譯,text
T0170,德光太子經,1,西晉 竺法護譯,text
T0171,太子須大拏經,1,西秦 聖堅譯,text
T0172,菩薩投身飴餓虎起塔因緣經,1,北涼 法盛譯,text
T0173,福力太子因緣經,4,宋 施護等譯,text
T0174,菩薩睒子經,1,失譯,text
T0175a,睒子經,1,西秦 聖堅譯,text
T0175b,佛說睒子經,1,乞伏秦 聖堅譯,text
T0175c,佛說睒子經,1,姚秦 聖堅譯,text
T0176,師子月佛本生經,1,失譯,text
T0177,大意經,1,劉宋 求那跋陀羅譯,text
T0178,前世三轉經,1,西晉 法炬譯,text
T0179,銀色女經,1,元魏 佛陀扇多譯,text
T0180,過去世佛分衛經,1,西晉 竺法護譯,text
T0181a,九色鹿經,1,吳 支謙譯,text
T0181b,佛說九色鹿經,1,吳 支謙譯,text
T0182a,鹿母經,1,西晉 竺法護譯,text
T0182b,佛說鹿母經,1,西晉 竺法護譯,text
T0183,一切智光明仙人慈心因緣不食肉經,1,失譯,text
T0184,修行本起經,2,後漢 竺大力共康孟詳譯,text
T0185,太子瑞應本起經,2,吳 支謙譯,text
T0186,普曜經,8,西晉 竺法護譯,text
T0187,方廣大莊嚴經,12,唐 地婆訶羅譯,text
T0188,異出菩薩本起經,1,西晉 聶道真譯,text
T0189,過去現在因果經,4,劉宋 求那跋陀羅譯,text
T0190,佛本行集經,60,隋 闍那崛多譯,text
T0191,眾許摩訶帝經,13,宋 法賢譯,text
T0192,佛所行讚,5,馬鳴菩薩造  北涼 曇無讖譯,text
T0193,佛本行經,7,宋 釋寶雲譯,text
T0194,僧伽羅剎所集經,3,符秦 僧伽跋澄等譯,text
T0195,佛說十二遊經,1,東晉 迦留陀伽譯,text
T0196,中本起經,2,後漢 曇果共康孟詳譯,text
T0197,佛說興起行經,2,後漢 康孟詳譯,text
T0198,佛說義足經,2,吳 支謙譯,text
T0199,佛五百弟子自說本起經,1,西晉 竺法護譯,text
T0200,撰集百緣經,10,吳 支謙譯,text
T0201,大莊嚴論經,15,馬鳴菩薩造  後秦 鳩摩羅什譯,text
T0202,賢愚經,13,元魏 慧覺等譯,text
T0203,雜寶藏經,10,元魏 吉迦夜共曇曜譯,text
T0204,雜譬喻經,1,後漢 支婁迦讖譯,text
T0205,雜譬喻經,2,失譯,text
T0206,舊雜譬喻經,2,吳 康僧會譯,text
T0207,雜譬喻經,1,道略集,text
T0208,眾經撰雜譬喻,2,道略集  姚秦 鳩摩羅什譯,text
T0209,百喻經,4,僧伽斯那撰  蕭齊 求那毘地譯,text
T0210,法句經,2,法救撰  吳 維祇難等譯,text
T0211,法句譬喻經,4,晉世 法炬共法立譯,text
T0212,出曜經,30,姚秦 竺佛念譯,text
T0213,法集要頌經,4,法救集  宋 天息災譯,text
T0214,猘狗經,1,吳 支謙譯,text
T0215,群牛譬經,1,西晉 法炬譯,text
T0216,大魚事經,1,東晉 竺曇無蘭譯,text
T0217,譬喻經,1,唐 義淨譯,text
T0218,灌頂王喻經,1,宋 施護等譯,text
T0219,醫喻經,1,宋 施護譯,text
T0220,大般若波羅蜜多經,600,唐 玄奘譯,text
T0221,放光般若經,20,西晉 無羅叉譯,text
T0222,光讚經,10,西晉 竺法護譯,text
T0223,摩訶般若波羅蜜經,27,後秦 鳩摩羅什譯,text
T0224,道行般若經,10,後漢 支婁迦讖譯,text
T0225,大明度經,6,吳 支謙譯,text
T0226,摩訶般若鈔經,5,前秦 曇摩蜱共竺佛念譯,text
T0227,小品般若波羅蜜經,10,後秦 鳩摩羅什譯,text
T0228,佛說佛母出生三法藏般若波羅蜜多經,25,宋 施護譯,text
T0229,佛說佛母寶德藏般若波羅蜜經,3,宋 法賢譯,text
T0230,聖八千頌般若波羅蜜多一百八名真實圓義陀羅尼經,1,宋 施護等譯,text
T0231,勝天王般若波羅蜜經,7,陳 月婆首那譯,text
T0232,文殊師利所說摩訶般若波羅蜜經,2,梁 曼陀羅仙譯,text
T0233,文殊師利所說般若波羅蜜經,1,梁 僧伽婆羅譯,text
T0234,佛說濡首菩薩無上清淨分衛經,2,宋 翔公譯,text
T0235,金剛般若波羅蜜經,1,後秦 鳩摩羅什譯,text
T0236a,金剛般若波羅蜜經,1,元魏 菩提流支譯,text
T0236b,金剛般若波羅蜜經,1,元魏 菩提流支譯,text
T0237,金剛般若波羅蜜經,1,陳 真諦譯,text
T0238,金剛能斷般若波羅蜜經,1,隋 笈多譯,text
T0239,佛說能斷金剛般若波羅蜜多經,1,唐 義淨譯,text
T0240,實相般若波羅蜜經,1,唐 菩提流志譯,text
T0241,金剛頂瑜伽理趣般若經,1,唐 金剛智譯,text
T0242,佛說遍照般若波羅蜜經,1,宋 施護譯,text
T0243,大樂金剛不空真實三麼耶經,1,唐 不空譯,text
T0244,佛說最上根本大樂金剛不空三昧大教王經,7,宋 法賢譯,text
T0245,佛說仁王般若波羅蜜經,2,後秦 鳩摩羅什譯,text
T0246,仁王護國般若波羅蜜多經,2,唐 不空譯,text
T0247,佛說了義般若波羅蜜多經,1,宋 施護譯,text
T0248,佛說五十頌聖般若波羅蜜經,1,宋 施護譯,text
T0249,佛說帝釋般若波羅蜜多心經,1,宋 施護譯,text
T0250,摩訶般若波羅蜜大明呪經,1,姚秦 鳩摩羅什譯,text
T0251,般若波羅蜜多心經,1,唐 玄奘譯,text
T0252,普遍智藏般若波羅蜜多心經,1,唐 法月重譯,text
T0253,般若波羅蜜多心經,1,唐 般若共利言等譯,text
T0254,般若波羅蜜多心經,1,唐 智慧輪譯,text
T0255,般若波羅蜜多心經,1,唐 法成譯,text
T0256,唐梵翻對字音般若波羅蜜多心經,1,"",text
T0257,佛說聖佛母般若波羅蜜多經,1,宋 施護譯,text
T0258,佛說聖佛母小字般若波羅蜜多經,1,宋 天息災譯,text
T0259,佛說觀想佛母般若波羅蜜多菩薩經,1,宋 天息災譯,text
T0260,佛說開覺自性般若波羅蜜多經,4,宋 惟淨等譯,text
T0261,大乘理趣六波羅蜜多經,10,唐 般若譯,text
T0262,妙法蓮華經,7,姚秦 鳩摩羅什譯,text
T0263,正法華經,10,西晉 竺法護譯,text
T0264,添品妙法蓮華經,7,隋 闍那崛多共笈多譯,text
T0265,薩曇分陀利經,1,失譯,text
T0266,佛說阿惟越致遮經,3,西晉 竺法護譯,text
T0267,不退轉法輪經,4,失譯,text
T0268,佛說廣博嚴淨不退轉輪經,6,宋 智嚴譯,text
T0269,佛說法華三昧經,1,宋 智嚴譯,text
T0270,大法鼓經,2,劉宋 求那跋陀羅譯,text
T0271,佛說菩薩行方便境界神通變化經,3,劉宋 求那跋陀羅譯,text
T0272,大薩遮尼乾子所說經,10,元魏 菩提留支譯,text
T0273,金剛三昧經,1,失譯,text
T0274,佛說濟諸方等學經,1,西晉 竺法護譯,text
T0275,大乘方廣總持經,1,隋 毘尼多流支譯,text
T0276,無量義經,1,蕭齊 曇摩伽陀耶舍譯,text
T0277,佛說觀普賢菩薩行法經,1,劉宋 曇無蜜多譯,text
T0278,大方廣佛華嚴經,60,東晉 佛馱跋陀羅譯,text
T0279,大方廣佛華嚴經,80,唐 實叉難陀譯,text
T0280,佛說兜沙經,1,後漢 支婁迦讖譯,text
T0281,佛說菩薩本業經,1,吳 支謙譯,text
T0282,諸菩薩求佛本業經,1,西晉 聶道真譯,text
T0283,菩薩十住行道品,1,西晉 竺法護譯,text
T0284,佛說菩薩十住經,1,東晉 祇多蜜譯,text
T0285,漸備一切智德經,5,西晉 竺法護譯,text
T0286,十住經,4,姚秦 鳩摩羅什譯,text
T0287,佛說十地經,9,唐 尸羅達摩譯,text
T0288,等目菩薩所問三昧經,3,西晉 竺法護譯,text
T0289,顯無邊佛土功德經,1,唐 玄奘譯,text
T0290,佛說較量一切佛剎功德經,1,宋 法賢譯,text
T0291,佛說如來興顯經,4,西晉 竺法護譯,text
T0292,度世品經,6,西晉 竺法護譯,text
T0293,大方廣佛華嚴經,40,唐 般若譯,text
T0294,佛說羅摩伽經,3,西秦 聖堅譯,text
T0295,大方廣佛華嚴經入法界品,1,唐 地婆訶羅譯,text
T0296,文殊師利發願經,1,東晉 佛陀跋陀羅譯,text
T0297,普賢菩薩行願讚,1,唐 不空譯,text
T0298,大方廣普賢所說經,1,唐 實叉難陀譯,text
T0299,大方廣總持寶光明經,5,宋 法天譯,text
T0300,大方廣佛華嚴經不思議佛境界分,1,唐 提雲般若譯,text
T0301,大方廣如來不思議境界經,1,唐 實叉難陀譯,text
T0302,度諸佛境界智光嚴經,1,失譯,text
T0303,佛華嚴入如來德智不思議境界經,2,隋 闍那崛多譯,text
T0304,大方廣入如來智德不思議經,1,唐 實叉難陀譯,text
T0305,信力入印法門經,5,元魏 曇摩流支譯,text
T0306,大方廣佛花嚴經修慈分,1,唐 提雲般若等譯,text
T0307,佛說莊嚴菩提心經,1,姚秦 鳩摩羅什譯,text
T0308,佛說大方廣菩薩十地經,1,元魏 吉迦夜譯,text
T0309,最勝問菩薩十住除垢斷結經,10,姚秦 竺佛念譯,text
T0310,大寶積經,120,唐 菩提流志譯,text
T0311,大方廣三戒經,3,北涼 曇無讖譯,text
T0312,佛說如來不思議祕密大乘經,20,宋 法護．惟淨譯,text
T0313,阿閦佛國經,2,後漢 支婁迦讖譯,text
T0314,佛說大乘十法經,1,梁 僧伽婆羅譯,text
T0315a,佛說普門品經,1,西晉 竺法護譯,text
T0315b,佛說普門品經,1,西晉 竺法護譯,text
T0316,佛說大乘菩薩藏正法經,40,宋 法護等譯,text
T0317,佛說胞胎經,1,西晉 竺法護譯,text
T0318,文殊師利佛土嚴淨經,2,西晉 竺法護譯,text
T0319,大聖文殊師利菩薩佛剎功德莊嚴經,3,唐 不空譯,text
T0320,父子合集經,20,宋 日稱等譯,text
T0321,佛說護國尊者所問大乘經,4,宋 施護譯,text
T0322,法鏡經,1,後漢 安玄譯,text
T0323,郁迦羅越問菩薩行經,1,西晉 竺法護譯,text
T0324,佛說幻士仁賢經,1,西晉 竺法護譯,text
T0325,佛說決定毘尼經,1,西晉 燉煌三藏譯,text
T0326,佛說三十五佛名禮懺文,1,唐 不空譯,text
T0327,發覺淨心經,2,隋 闍那崛多譯,text
T0328,佛說須賴經,1,曹魏 白延譯,text
T0329,佛說須賴經,1,前涼 支施崙譯,text
T0330,佛說菩薩修行經,1,西晉 白法祖譯,text
T0331,佛說無畏授所問大乘經,3,宋 施護等譯,text
T0332,佛說優填王經,1,西晉 法炬譯,text
T0333,佛說大乘日子王所問經,1,宋 法天譯,text
T0334,佛說須摩提菩薩經,1,西晉 竺法護譯,text
T0335,佛說須摩提菩薩經,1,姚秦 鳩摩羅什譯,text
T0336,須摩提經,1,唐 菩提流志譯,text
T0337,佛說阿闍貰王女阿術達菩薩經,1,西晉 竺法護譯,text
T0338,佛說離垢施女經,1,西晉 竺法護譯,text
T0339,得無垢女經,1,元魏 瞿曇般若流支譯,text
T0340,文殊師利所說不思議佛境界經,2,唐 菩提流志譯,text
T0341,聖善住意天子所問經,3,元魏 毘目智仙共般若流支譯,text
T0342,佛說如幻三昧經,2,西晉 竺法護譯,text
T0343,佛說太子刷護經,1,西晉 竺法護譯,text
T0344,佛說太子和休經,1,失譯,text
T0345,慧上菩薩問大善權經,2,西晉 竺法護譯,text
T0346,佛說大方廣善巧方便經,4,宋 施護譯,text
T0347,大乘顯識經,2,唐 地婆訶羅譯,text
T0348,佛說大乘方等要慧經,1,後漢 安世高譯,text
T0349,彌勒菩薩所問本願經,1,西晉 竺法護譯,text
T0350,佛說遺日摩尼寶經,1,後漢 支婁迦讖譯,text
T0351,佛說摩訶衍寶嚴經,1,失譯,text
T0352,佛說大迦葉問大寶積正法經,5,宋 施護譯,text
T0353,勝鬘師子吼一乘大方便方廣經,1,劉宋 求那跋陀羅譯,text
T0354,毘耶娑問經,2,元魏 瞿曇般若流支譯,text
T0355,入法界體性經,1,隋 闍那崛多譯,text
T0356,佛說寶積三昧文殊師利菩薩問法身經,1,後漢 安世高譯,text
T0357,如來莊嚴智慧光明入一切佛境界經,2,元魏 曇摩流支譯,text
T0358,度一切諸佛境界智嚴經,1,梁 僧伽婆羅等譯,text
T0359,佛說大乘入諸佛境界智光明莊嚴經,5,宋 法護等譯,text
T0360,佛說無量壽經,2,曹魏 康僧鎧譯,text
T0361,佛說無量清淨平等覺經,4,後漢 支婁迦讖譯,text
T0362,佛說阿彌陀三耶三佛薩樓佛檀過度人道經,2,吳 支謙譯,text
T0363,佛說大乘無量壽莊嚴經,3,宋 法賢譯,text
T0364,佛說大阿彌陀經,2,宋 王日休校輯,text
T0365,佛說觀無量壽佛經,1,宋 畺良耶舍譯,text
T0366,佛說阿彌陀經,1,姚秦 鳩摩羅什譯,text
T0367,稱讚淨土佛攝受經,1,唐 玄奘譯,text
T0368,拔一切業障根本得生淨土神呪,1,劉宋 求那跋陀羅重譯,text
T0369,阿彌陀佛說呪,1,"",text
T0370,阿彌陀鼓音聲王陀羅尼經,1,失譯,text
T0371,觀世音菩薩授記經,1,宋 曇無竭譯,text
T0372,佛說如幻三摩地無量印法門經,3,宋 施護等譯,text
T0373,後出阿彌陀佛偈,1,失譯,text
T0374,大般涅槃經,40,北涼 曇無讖譯,text
T0375,大般涅槃經,36,宋 慧嚴等依泥洹經加之,text
T0376,佛說大般泥洹經,6,東晉 法顯譯,text
T0377,大般涅槃經後分,2,唐 若那跋陀羅譯,text
T0378,佛說方等般泥洹經,2,西晉 竺法護譯,text
T0379,四童子三昧經,3,隋 闍那崛多譯,text
T0380,大悲經,5,高齊 那連提耶舍譯,text
T0381,等集眾德三昧經,3,西晉 竺法護譯,text
T0382,集一切福德三昧經,3,姚秦 鳩摩羅什譯,text
T0383,摩訶摩耶經,2,蕭齊 曇景譯,text
T0384,菩薩從兜術天降神母胎說廣普經,7,姚秦 竺佛念譯,text
T0385,中陰經,2,姚秦 竺佛念譯,text
T0386,蓮華面經,2,隋 那連提耶舍譯,text
T0387,大方等無想經,6,北涼 曇無讖譯,text
T0388,大雲無想經卷第九,1,姚秦 竺佛念譯,text
T0389,佛垂般涅槃略說教誡經,1,姚秦 鳩摩羅什譯,text
T0390,佛臨涅槃記法住經,1,唐 玄奘譯,text
T0391,般泥洹後灌臘經,1,西晉 竺法護譯,text
T0392,佛滅度後棺斂葬送經,1,失譯,text
T0393,迦葉赴佛般涅槃經,1,東晉 竺曇無蘭譯,text
T0394,佛入涅槃密迹金剛力士哀戀經,1,失譯,text
T0395,佛說當來變經,1,西晉 竺法護譯,text
T0396,佛說法滅盡經,1,失譯,text
T0397,大方等大集經,60,北涼 曇無讖譯,text
T0398,大哀經,8,西晉 竺法護譯,text
T0399,寶女所問經,4,西晉 竺法護譯,text
T0400,佛說海意菩薩所問淨印法門經,18,宋 惟淨等譯,text
T0401,佛說無言童子經,2,西晉 竺法護譯,text
T0402,寶星陀羅尼經,10,唐 波羅頗蜜多羅譯,text
T0403,阿差末菩薩經,7,西晉 竺法護譯,text
T0404,大集大虛空藏菩薩所問經,8,唐 不空譯,text
T0405,虛空藏菩薩經,1,姚秦 佛陀耶舍譯,text
T0406,虛空藏菩薩神呪經,1,失譯,text
T0407,虛空藏菩薩神呪經,1,宋 曇摩蜜多譯,text
T0408,虛空孕菩薩經,2,隋 闍那崛多譯,text
T0409,觀虛空藏菩薩經,1,劉宋 曇摩蜜多譯,text
T0410,大方廣十輪經,8,失譯,text
T0411,大乘大集地藏十輪經,10,唐 玄奘譯,text
T0412,地藏菩薩本願經,2,唐 實叉難陀譯,text
T0413,百千頌大集經地藏菩薩請問法身讚,1,唐 不空譯,text
T0414,菩薩念佛三昧經,5,劉宋 功德直譯,text
T0415,大方等大集經菩薩念佛三昧分,10,隋 達磨笈多譯,text
T0416,大方等大集經賢護分,5,隋 闍那崛多譯,text
T0417,般舟三昧經,1,後漢 支婁迦讖譯,text
T0418,般舟三昧經,3,後漢 支婁迦讖譯,text
T0419,拔陂菩薩經,1,失譯,text
T0420,自在王菩薩經,2,姚秦 鳩摩羅什譯,text
T0421,奮迅王問經,2,元魏 瞿曇般若流支譯,text
T0422,大集譬喻王經,2,隋 闍那崛多譯,text
T0423,僧伽吒經,4,元魏 月婆首那譯,text
T0424,大集會正法經,5,宋 施護譯,text
T0425,賢劫經,8,西晉 竺法護譯,text
T0426,佛說千佛因緣經,1,後秦 鳩摩羅什譯,text
T0427,佛說八吉祥神呪經,1,吳 支謙譯,text
T0428,佛說八陽神呪經,1,西晉 竺法護譯,text
T0429,佛說八部佛名經,1,元魏 瞿曇般若流支譯,text
T0430,八吉祥經,1,梁 僧伽婆羅譯,text
T0431,八佛名號經,1,隋 闍那崛多譯,text
T0432,佛說十吉祥經,1,失譯,text
T0433,佛說寶網經,1,西晉 竺法護譯,text
T0434,佛說稱揚諸佛功德經,3,元魏 吉迦夜譯,text
T0435,佛說滅十方冥經,1,西晉 竺法護譯,text
T0436,受持七佛名號所生功德經,1,唐 玄奘譯,text
T0437,大乘寶月童子問法經,1,宋 施護譯,text
T0438,佛說大乘大方廣佛冠經,2,宋 法護等譯,text
T0439,佛說諸佛經,1,宋 施護譯,text
T0440,佛說佛名經,12,元魏 菩提流支譯,text
T0441,佛說佛名經,30,"",text
T0442,十方千五百佛名經,1,失譯,text
T0443,五千五百佛名神呪除障滅罪經,8,隋 闍那崛多譯,text
T0444,佛說百佛名經,1,隋 那連提耶舍譯,text
T0445,佛說不思議功德諸佛所護念經,2,失譯,text
T0446a,過去莊嚴劫千佛名經,1,闕譯,text
T0446b,過去莊嚴劫千佛名經,1,失譯,text
T0447a,現在賢劫千佛名經,1,闕譯,text
T0447b,現在賢劫千佛名經,1,"",text
T0448a,未來星宿劫千佛名經,1,闕譯,text
T0448b,未來星宿劫千佛名經,1,失譯,text
T0449,佛說藥師如來本願經,1,隋 達摩笈多譯,text
T0450,藥師琉璃光如來本願功德經,1,唐 玄奘譯,text
T0451,藥師琉璃光七佛本願功德經,2,唐 義淨譯,text
